SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
175,Xolo Q1100 (Black),3.2 out of 5 stars,,"Android, Jellybean",Black,1 GB,14.4 x 0.8 x 7.1 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), WiFi","Music Player, Video Player, GPS, Ambient light sensor, Magnetometer, Accelerometer, Proximity sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
176,Lava Flair S1 (Champagne),,,Android,Champagne,,13.5 x 0.9 x 6.7 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFI","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer",2016-03-27
177,Spice 5.5 inch (13.97 cm) Quadcore Full Touch Dual SIM Phone MI-551White,5 out of 5 stars,,android,White,1 GB,16 x 12 x 8 cm,,"Dual Sim, Android, Expendable Memory upto 32 GB, 5.5 inch display, 1.3 GHZ processor",2016-03-27
178,Micromax Canvas Selfie A255 (White),3.8 out of 5 stars,"8,590.00","Android, Kitkat",White,2 GB,18.6 x 3 x 17.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
179,Iball Andi Sprinter 4G,,"6,800.00",Android,Special Wine,1 GB,10 x 5 x 5 cm,4G LTE,"Android 5.1, Lollipop, Camera 8 MP, Flash Yes, LED, RAM 1 GB, Internal Memory-8 GB",2016-03-27
180,"LG Google Nexus 5 D821 Factory Unlocked Cellphone, International Version No Warranty, 32GB, Black",4.3 out of 5 stars,,"Android, KitKat, Android^KitKat",Black,2 GB,13.8 x 0.9 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), CDMA, WCDMA, 3G, 4G, WiFi","Accelerometer, Gyroscope, Compass, Proximity sensor, Ambient light sensor, GPS",2016-03-27
181,"LG Nexus 5X LG-H791 (32GB, Ice Blue)",3.9 out of 5 stars,,Android,Ice Blue,2 GB,15.4 x 1 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, LTE, WiFi","Video Calls, GPS, Music Player, Video Player, Proximity sensor, Ambient light sensor, Accelerometer, eCompass, Gyroscope, E-mail, Fingerprint sensor",2016-03-27
182,Samsung Galaxy Mega 5.8 GT-I9152 (White),4 out of 5 stars,,"Android, Jellybean",White,1.50 GB,16.3 x 0.9 x 8.2 cm,"GSM, (850, 900, 1800 MHz), WiFi, 3G, GPRS, EDGE","Video Player, Music Player, Accelerometer, Light sensor, Proximity sensor, Geo-magnetic sensor, Gyro sensor, Expandable Memory: 64GB",2016-03-27
183,"Asus Zenfone C ZC451CG (Red, 8GB)",,,Android,Red,2 GB,13.7 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-03-27
184,Panasonic Eluga Z (Ivory White),3.5 out of 5 stars,"8,995.00",Android,Ivory White,2 GB,14.2 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz)","Video Calls, Dual SIM, GPS, Music Player, Video Player, Light sensor, Proximity sensor, eCompass, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
185,Gionee S Plus (Dark Blue),3.8 out of 5 stars,"16,690.00",Android,Dark Blue,3 GB,15.5 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, (1900/900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, Light sensor, E-mail",2016-03-27
186,Vivo X5Pro (White),4.7 out of 5 stars,,Android,White,2 GB,14.8 x 0.6 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, ( 850/900/1900/2100 MHz), 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Distance sensor, G sensor, Gyroscope, Light sensor, Proximity sensor, Accelerometer, E-mail",2016-03-27
187,"Samsung Galaxy S6 Edge (White, 32GB)",3.3 out of 5 stars,"40,900.00","Android, Lollipop",White,3 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-03-27
188,Adcom Kitkat 3G A40 White,,"2,808.00","Android, KitKat, Android^KitKat",White,,16 x 9.5 x 5.8 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-03-27
189,Huawei Ascend G750 (White),4 out of 5 stars,,android,White,2 GB,16.4 x 8.8 x 5.2 cm,HSDPA,"Processor: Octa-core 1.7 GHz Cortex-A7, Sony Ink, 13 MP, 4128 x 3096 pixels, autofocus, LED flash, DTS sound",2016-03-27
190,Salora Njoy E4 (Black),3.2 out of 5 stars,"2,799.00","Android, Kitkat",Black,512 MB,17 x 6 x 10 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, Expandable Memory: 32GB",2016-03-27
191,Lenovo A2010 4G (Pearl White),2.3 out of 5 stars,"5,761.00",Android,Pearl White,,13.1 x 1 x 6.7 cm,"GSM, 3G, WCDMA, 4G LTE, FDD, TDD, GPRS, EDGE, HSPA+, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-03-27
192,"Micromax Canvas Hue 2 A316 (White/Gold, 16 GB)",3.8 out of 5 stars,"8,018.00",Android,White-Gold,2 GB,13 x 3.5 x 8.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
193,Lenovo A850 (Black),4 out of 5 stars,,"Android, Jellybean",Black,1 GB,15.4 x 1 x 7.9 cm,"GSM, (900/1800/1900 MHz), HSDPA, (1900/2100 MHz), (850/1900 MHz), 3G, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-Mail, Expandable Memory: 32GB",2016-03-27
194,Refurbished Samsung Galaxy A5 Duos (Gold),,,Android,Gold,2 GB,13.9 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), HSPA, 3G, WiFi 802.11 a/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail",2016-03-27
195,Karbonn A21 Plus (White),,,"Android, jellyBean, Android^jellyBean",WHITE,2 GB,18.2 x 10 x 5 cm,HSDPA,"5-inch Capacitive Touchscreen, FM Radio, Secondary Camera Support, 1 GHz Dual Core Processor, Dual SIM (GSM + GSM)",2016-03-27
196,iBall Andi O'Buddy Smart Phone - White+Black,,"4,399.00",Android,black,,,,"Enhanced 3.2MP Front Camera with LED Flash for Selfies & Video calling, Pre-loaded Camera Features: Panorama, Face Detection, Continuous Shot, HDR & Self-timer, 1800mAh Li-ion Battery, 1 GB RAM, 8 GB Internal Memory (Approx. 6GB Built in Storage is used by OS & application files)",2016-03-27
197,LG G4 METALLIC GRAY 32GB,5 out of 5 stars,"33,700.00","Lollipop, Android",Metallic gray,,16 x 8.6 x 5.1 cm,4G LTE,"Dual Sim Option, 4G, 3G, 2G Network Compatible, Premium metallic Back cover, 138.8 mm(5.5) IPS Quantum Display, 16MP LaserCam F1.8, 8MP Selfie Camera, Colour Spectrum sensor",2016-03-27
198,Karbonn A11+ (Black),2.8 out of 5 stars,"5,800.00","Android, Ice Cream Sandwich, Android^Ice Cream Sandwich",BLACK,0.50 GB,17.6 x 9.6 x 5 cm,HSDPA,"Expandable Memory Upto 32GB, MMS Enabled|Phone Security|Live Motion Wallpapers|Kingsoft Office|G-Sensor Based Games",2016-03-27
199,Intex Aqua 3G Strong (Silver),2.4 out of 5 stars,"2,679.00",Android,Silver,256 MB,12.3 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
200,Micromax Bolt Q324 (Silver),2.9 out of 5 stars,"3,499.00",Android,Silver,512 MB,14.4 x 5.4 x 8.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Motion sensor, E-mail, Expandable Memory: 32GB",2016-03-27
201,V-hope 4G CDMA + GSM & GSM + GSM With 2000 Mah Battery (White),,,Android,Black,,14 x 1 x 6.5 cm,WiFi,"Wifi, Bluetooth, 5 MP Back Camera and 2 MP Front Camera, GSM + CDMA & Also GSM + GSM, 1.3 GHz Quad Core 1 GB RAM, 8 GB ROM, 2000 Mah Battery, Best Selfie Camera With Auto Focus",2016-03-27
202,Gionee P3S (White),1 out of 5 stars,,Android,White,1 GB,13.3 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, (900/1900/2100 MHz)","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, Light sensor, E-mail",2016-03-27
203,Wham Android Wifi Smartphone M -5 in White Color,,,Android,Red,,18 x 8 x 5 cm,"GSM, WiFi","Dual SIM (GSM + WCDMA), Dual Standby, Android 4.4 kitkat, Screen Size 3.5'', RAM 1 GB, E-Mail, Music Player, Video Player",2016-03-27
204,Panasonic Eluga Z (Midnight Blue),3.5 out of 5 stars,"8,999.00",Android,Midnight Blue,2 GB,14.2 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz)","Video Calls, Dual SIM, GPS, Music Player, Video Player, Light sensor, Proximity sensor, eCompass, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
205,"Karbonn Titanium S21 (Grey, 4GB)",3.2 out of 5 stars,,Android,Grey,512 MB,13.4 x 1 x 6.8 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 32GB",2016-03-27
206,IS-58-White,,,Android,White,1 GB,14.5 x 7.2 x 1 cm,3G,"Android 4.4.2 KitKat OS, 1.3 GHz Quad Core Processor, 3G With Wifi, 8 MP Primary Camera, 2 MP Secondary Camera",2016-03-27
207,Micromax Selfie 3 Q348 (Purple),4.2 out of 5 stars,,Android,Purple,1 GB,14.1 x 0.8 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Motion sensor, Light sensor, E-mail",2016-03-27
208,Samsung Gear S2 Smartwatch for Most Android Phones - Dark Gray,5 out of 5 stars,"23,290.00",,,,5 x 4.2 x 1.1 cm,,,2016-03-27
209,Karbonn S15 Plus (Grey - Silver),,"3,359.00","Kitkat, Android",,,15.2 x 8.4 x 5.3 cm,,"Touchscreen, Dual SIM, Primary Camera, Radio, Secondary Camera, Wifi",2016-03-27
210,Intex Aqua Power (Blue),3.6 out of 5 stars,,"Android, Kitkat",Blue,1 GB,14.1 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, Motion sensor, eCompass, E-mail, Expandable Memory: 32GB",2016-03-27
211,Sony Xperia M5 Dual 16 GB (Black),2.8 out of 5 stars,,Android,Black,3 GB,14.5 x 0.8 x 7.2 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, eCompass, Hall sensor, Proximity sensor, E-mail, Expandable Memory: 200GB",2016-03-27
212,KARBONN A81,,,android,,0.50 MB,,WCDMA,"10.1 CM IPS OGS TOUCH SCREEN, ANDRIOD 4.4.2 KITKAT, 1.0 GHZ FASTER PROCESSOR, 1400 MAH BATTERY, 3.0 MP CAMERA WITH FLASH, FRONT CAMERA DIGITAL, DUAL SIM (GSM+GSM), WI-FI, G-SENSOR, 3G ENABLED, EXPANDABLE MEMORY UPTO 32 GB, KARBONN WAP STORE, BT, 512MB RAM, 4GB ROM",2016-03-27
213,i-smart IS 402(Black),,,Android,Black,512 MB,12.5 x 6.4 x 1.2 cm,,"Android 4.4.2 KitKat OS, 1.3 GHz Dual Core Processor, 3G With Wifi, 3.2 MP Primary Camera, 1.3 MP Secondary Camera",2016-03-27
214,Karbonn S15 Plus (Grey-Silver),1 out of 5 stars,"2,900.00",Android,Grey-Silver,512 MB,12.7 x 1 x 6.4 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio",2016-03-27
215,Q Mobile X90 5 inch Android 3G Mobile In White Colour,,,Android,White,,13.4 x 1 x 6.7 cm,WiFi,"Dual SIM, Android 4.4 kitkat, Screen Size 5'' Q HD 540x960 OPS Screen, RAM 1 GB & 1 GB ROM, 1800 Mah Battery",2016-03-27
216,Intex Aqua Y2 Ultra (Champagne),,,Android,champagne gold,1 GB,10 x 9 x 6 cm,HSDPA,"Processor Cores : Quad Core, Internal Memory : 8GB, Front Camera : 2 MP, Processor Speed : 1.2 GHz, Rear Camera : 5 MP",2016-03-27
217,Wham M5 (Red),,,android,Red,0.50 GB,26.3 x 16 x 1.2 cm,WCDMA,"Camera, Radio, Internet, E-Mail, music player",2016-03-27
218,Micromax Mad A94 (Grey),3.6 out of 5 stars,"4,500.00","Android, Jellybean",Grey,512 MB,17.6 x 11 x 4.8 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), WiFi, GPRS","Music Player, Video Player, FM Radio, E-mail, G sensor, Proximity sensor, Light sensor, Dual SIM, Expandable Memory: 32GB",2016-03-27
219,Intex Aqua Xtreme II,,"8,199.00",Android,,,,,"Expandable storage type microSD, Expandable storage up to (GB) 32, Rear camera 13-megapixel, Front camera 5-megapixel, Operating System Android 4.4.2",2016-03-27
220,Samsung Galaxy J7 SM-J700F (Gold),4 out of 5 stars,"14,249.00",Android,Gold,1.5 GB,15.2 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
221,"Iball Andi Uddaan Quadcore, 1GB RAM, battery 2000mAh",,"5,490.00",Android,,512 MB,20.8 x 19.8 x 4 cm,,"12.7 cm (5"") IPS qHD (960x540) High Quality (220 PPI) Display, Powerful Quad core 1.3 GHz Cortex A7 advanced processor, 8MPe AF back camera with BSI sensor and Dual LED flash, 5MP AF front camera with BSI sensor, 2000mAh battery, 4GB internal storage (Approx. 2GB built-in Storage is utilize by OS and application files)",2016-03-27
222,ZOPO COLOR ZP590 (RED),,"6,299.00",android,red,512 MB,6.6 x 1 x 13.6 cm,,"Totally Satisfying Back Camera 5.0MP Capture and immortalize the instantaneous beauty with your high-definition 5 megapixel back camera., Powerful, Day and Night 1700mAh Lithium-Ion Battery Fitted with premium quality lithium-ion battery boasting a 360-hour stand-by time. Indulged yourself in endless music, games, videos and, Actively Connected Multi-Platform Social Entertainment Applications Integrating multi-platform social application, allows you to simultaneously share your mood, status and images to WeChat, Weibo and QQ zone. Stay wired at all times and spice up your life!, Outrageous and Fearless Quad Core 1.3Ghz CPU Clock Quad core CPU, fast retrieval and storage and low-energy consumption. Stable internal memory to fit all your favorite music, images, videos and more into your mobile phone. Full your phone, convenient the carry, and further colorful your life! That's it!, Fair-Sounding and Comfortable Dual Hi-Fi Speakers Listening to music, you needs dual hi-fi speakers! ZP590 has balanced-sound EQ inside, presets 12 scenes, with multiple reverberation effects, which have you enjoying music always and everywhere., Striking Colors 4.5-Inch Ultra-Sharp Screen 4.5-inch ultra-sharp screen with IPS image technology, gives you truer colors and vivid presentation for maximum visual impact and intriguing browsing experience.",2016-03-27
223,Lava X11 4G (White-Gold),,,Android,White-Gold,,14.6 x 0.8 x 7.2 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (900/2100 MHz), 4G LTE, TDD40, (2300 MHz), FDD3, (1800 MHz), FDD5, (850 MHz), HSPA+, HSPA, GPRS, EDGE, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Hall sensor",2016-03-27
224,"LG Nexus 5X LG-H791 (32GB, Carbon)",3.9 out of 5 stars,"28,520.00",Android,Carbon,,15.4 x 1 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, LTE, WiFi","Video Calls, GPS, Music Player, Video Player, Proximity sensor, Ambient light sensor, Accelerometer, eCompass, Gyroscope, E-mail, Fingerprint sensor",2016-03-27
225,SANSUI U52 (GREY SILVER),3.3 out of 5 stars,"4,999.00",Android,Grey Silver Black,1 GB,18 x 13.8 x 3.4 cm,WCDMA,"3000 MAH BATTERY, EXPANDABLE UPTO 32 GB, 3G ENABLE, WIFI, BLUETOOTH, 8GB ROM, 1.2 GHZ QUAD CORE PROCESSOR, DUAL SIM, 2MP FRONT CAMERA",2016-03-27
226,Lenovo A7000 Turbo (White),3.4 out of 5 stars,"11,040.00",Android,White,,15.3 x 0.8 x 7.6 cm,"GSM, 3G, 4G LTE, HSPA+, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Game rotation sensor, Orientation sensor, Proximity sensor, Light sensor, eCompass sensor, E-mail",2016-03-27
227,Gionee GPad G5 White,4.6 out of 5 stars,,"Android, KitKat, Android^KitKat",Black,1 GB,15.7 x 0.8 x 7.8 cm,HSDPA,"Key FeaturesSee full specificationsAndroid v4.4 (KitKat)5.5 Inch, 720x1280 px display, IPS LCDHexa Core 1500 MHz processor8 MP Primary Camera, 2 MP SecondaryDual SIM, 3G, WiFi8 GB Internal Memory, Expandable up to 32 GB1 GB RAM2400 mAh, Li-Ion battery",2016-03-27
228,Lenovo A850 (White),4 out of 5 stars,,"Android, Jellybean",White,1 GB,15.4 x 1 x 7.9 cm,"GSM, (900/1800/1900 MHz), HSDPA, (1900/2100 MHz), (850/1900 MHz), 3G, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-Mail, Expandable Memory: 32GB",2016-03-27
229,i-smart IS 400i(Yellow),,,Android,Yellow,512 MB,11.1 x 6.5 x 1 cm,,"Android 4.2.2 JellyBean OS, 1.0 GHz Core Processor, 2G With Wifi, 2 MP Primary Camera, 1.3 MP Secondary Camera",2016-03-27
230,Micromax Canvas Lite A92 (White),3.3 out of 5 stars,,"Android, Jellybean",White,512 MB,14.7 x 1.1 x 7.7 cm,"GSM, (900/1800 MHz), (2100 MHz), 3G, HSPA, WiFi","GPS, Dual SIM, G sensor, Proximity sensor, Light sensor, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-03-27
231,Gfive 4inch Android Phone Smart-2 Model in Black Color,,,Android,Black,,14.7 x 1 x 6.5 cm,,"Dual Sim 1.2 GHz, Two Extra Back cover which help you to makes your one phone of Black colour in White & Red, 2 MP Back Camera With Flash & 0.3 Front Camera, Supports Wi-Fi, Bluetooth, FM radio and MP3/MP4 Supports an external SD card, Supports WhatsApp, Facebook and Twitter, Plastic Elegnat Box",2016-03-27
232,"LG G Pro Lite D686 (Dual SIM, Black)",4.6 out of 5 stars,"12,900.00","Android, Jellybean",Black,1 GB,15 x 0.9 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, E-mail, GPS, Dual SIM, Ambient light sensor, Accelerometer, Proximity sensor, Digital compass, Expandable Memory: 32GB",2016-03-27
233,Sony Xperia Z5 Dual (Green),5 out of 5 stars,"42,290.00",Android,Green,,14.6 x 0.7 x 7.2 cm,"GSM, HSPA, 3G, LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Fingerprint sensor, Ambient light sensor, Proximity sensor, E-mail",2016-03-27
234,Lava Iris N400 (Black),,,"Android, Ice Cream Sandwich",Black,512 MB,12.5 x 1 x 6.3 cm,"GSM, (900/1800 MHz), EDGE, GPRS, WiFi, 3G, WCDMA, (2100 MHz)","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, Proximity sensor",2016-03-27
235,"PHICOMM Passion 660 (Black, 16GB)",3.5 out of 5 stars,,"Android, Kitkat",Black,2 GB,14 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, EDGE, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Gyro sensor, Proximity sensor, Light sensor, eCompass, E-mail, Expandable Memory: 64GB",2016-03-27
236,ADCOM IKON 4 (white),3 out of 5 stars,"4,081.00",android,Gold,,14 x 11 x 7 cm,,"4.0 Inch Screen, Battery Capacity: 1500 mAh, Memory: RAM 1 GB,Internal 8 GB, Rear Camera: 5 MP with flash, Front Camera : 1.3 MP, Connectivity:3G,WiFi,Bluetooth,GPS,USB",2016-03-27
237,"Micromax Doodle 4 Q391 (White, 8GB)",4 out of 5 stars,"7,359.00",Android,White-Blue,1 GB,16.6 x 0.9 x 8.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
238,Adcom A54 Quad W Android Mobile Phone with 5 inch screen (White),3 out of 5 stars,"4,547.00",Android,White,1 GB,18 x 10.8 x 7.7 cm,HSDPA,"Expandable Memory Upto 32GB, Primary Camera 8 MP & Secondary Camera 3.2 MP",2016-03-27
239,"Uniscope XC2 CDMA + GSM & GSM + GSM With 2.4 Ghz Processor, 2 GB RAM & 16 GB RAM With 2000 Mah Battery-Grey Colour",,,Android,Grey,,14 x 1 x 6.5 cm,GSM,"13 MP and 5 MP Camera, 13 MP Back Camera and 5 MP Front Camera, GSM + CDMA & Also GSM + GSM, 2.4 GHz Quad Core 2 GB RAM, 16 GB ROM, 2000 Mah Battery, Best Selfie Camera With Auto Focus",2016-03-27
240,Intex Aqua 3G Strong (Black),2.4 out of 5 stars,"2,679.00","Android, Kitkat",Black,256 MB,12.3 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
241,Honor 5X (Silver),4.2 out of 5 stars,"12,999.00",Android,Silver,,15.1 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (850/900/2100 MHz), 4G LTE, WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Light sensor, Proximity sensor, Digital compass, Fingerprint sensor, E-mail",2016-03-27
242,Karbonn Smart A55-White,,,"Android, jellyBean, Android^jellyBean",White,1.50 GB,16.8 x 9.2 x 5.8 cm,HSDPA,"Dual Sim(GSM + GSM), Android 4.2, 1.2 Ghz Dual core, 4GB ROM, 3MP Camera",2016-03-27
243,Intex Aqua Q7 (Champange),1 out of 5 stars,"3,427.00",Android,Champange,,13.5 x 1 x 6.6 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, E-mail",2016-03-27
244,Celkon Millennium Vogue Q455 (Black),3.7 out of 5 stars,,"Android, Kitkat",Black,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (900/1800 MHz), HSDPA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-03-27
245,Karbonn A1+ Champ (Black),4.3 out of 5 stars,,"Android, Kitkat",Black,256 MB,14.2 x 8.6 x 5.8 cm,"GSM, GPRS, WiFi","Music Player, Video Player, FM Radio, Video Calls, G sensor, E-mail, Dual SIM",2016-03-27
246,Celkon Campus A35K (White),,,"Android, Kitkat",White,256 MB,11.9 x 1.1 x 6.3 cm,"GSM, (850/900/1800 MHz), 3G, HSDPA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail",2016-03-27
247,Micromax Canvas Music A88 (White),3.6 out of 5 stars,"6,050.00","Android, Jellybean",White,512 MB,13.5 x 6.9 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), WiFi, 3G, GPRS, EDGE","Music Player, Video Player, Dual SIM, FM Radio, E-mail, Proximity sensor, Gravity sensor, Expandable Memory: 32GB",2016-03-27
248,Hitech Air A1i (Gold-Black),2.7 out of 5 stars,,Android,Gold-Black,1 GB,13.5 x 0.9 x 6.7 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, Expandable Memory: 32GB",2016-03-27
249,Karbonn Smart A51 Lite (Black),2.5 out of 5 stars,"2,499.00","Android, Gingerbread",Black,256 MB,0.9 x 6.8 x 13.2 cm,"GSM, WiFi, EDGE","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor",2016-03-27
250,Micromax AD4500 (White),3 out of 5 stars,,"Android, Kitkat",White,512 MB,15.8 x 4.2 x 8.8 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
251,"LG G2 D802 (Black Gold, 32GB)",5 out of 5 stars,,"Android, Jellybean",Gold,2 GB,13.9 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Gyroscope, Proximity sensor, Digital compass, E-mail",2016-03-27
252,"Refurbished Asus Zenfone 5 (16 GB, Black)",,,Android,Black,2 GB,14 x 1 x 7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, eCompass, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-03-27
253,Infocus M260 (White),4 out of 5 stars,"4,050.00",Android,White,,13.3 x 1 x 6.8 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz)","Dual SIM, Music Player, Video Player, FM Radio, Proximity sensor",2016-03-27
254,Intex Aqua Star 2 HD (Grey),3.3 out of 5 stars,,"Android, Kitkat",Grey,1 GB,14.4 x 0.8 x 7.2 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
