SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
947,,4 out of 5 stars,,android,BLACK TITAN,1 GB,18.2 x 15.7 x 5.2 cm,HSDPA,"Operating System		Android v4.4 (KitKat), SIM Slot(s)		DUAL SIM, GSM, RAM		1 GB, Internal Memory		4 GB, Screen Size		4.5 Inch, Display Type		IPS LCD, Main Camera		Yes, 8 MP,  	Front Camera		Yes, 0.3 MP, Flash		LED, Battery    Capacity		1900 mAH, Li-Po, Connectivity  Operating Frequency		GSM 1800 / 1900 / 850 / 900 MHz  UMTS 2100 / 900 MHz		 GPRS		Yes		 EDGE		Yes		 3G		Yes, HSDPA , HSUPA		 Wi-Fi		Yes, Wi-Fi 802.11		 Bluetooth		Yes		 GPS		Yes		 USB Connectivity		Yes, USB Port, microUSB 2.0, Multimedia  Loudspeaker		Yes		 Audio Jack		3.5 mm",2016-04-07
948,,4.1 out of 5 stars,"35,990.00","Android, Lollipop",Ceramic White,3 GB,14.9 x 0.9 x 7.6 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, Expandable Memory: 2TB",2016-04-07
949,,3.2 out of 5 stars,,"Android, Jellybean",White,512 MB,17.4 x 10 x 5.6 cm,"GSM, EDGE, WiFi","Music Player, Video Player, FM Radio, Video Calls, GPS, G sensor, Proximity sensor, Light sensor, Dual SIM, E-mail, Expandable Memory: 32GB",2016-04-07
950,,,"4,990.00",Android,Black,,14.6 x 1 x 7.3 cm,"GSM, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio",2016-04-07
951,,1 out of 5 stars,,Android,Pearl White,1 GB,13.8 x 1.1 x 6.9 cm,HSDPA,"Dual Core processor, Big 4.63"" Display, Dual SIM 2G calling and EDGE data support, 5  to 8 MP camera, 8GB storage",2016-04-07
952,,3.3 out of 5 stars,"2,777.00","Android, Kitkat",Black,512 MB,15.8 x 5.4 x 8.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
953,,4.2 out of 5 stars,,Android,Royal Gold,,15.2 x 0.8 x 7.7 cm,"GSM, (900/1800/1900 MHz), UTMS, 3G, (900/2100 MHz), 4G LTE, WiFi 802.11 a/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Finger print sensor, Ambient light sensor, E-mail",2016-04-07
954,,3 out of 5 stars,,"Android, Jellybean",White,256 MB,5.8 x 1.1 x 11.9 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, G sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
955,,3.5 out of 5 stars,,"Android, Jellybean",Black,512 MB,12.5 x 0.9 x 6.3 cm,"GSM, (900/1800 MHz), HSPA, (2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Proximity sensor, Expandable Memory: 32GB",2016-04-07
956,,,,android,,2 GB,15 x 8 x 6 cm,HSDPA,"2G/ 3G Support, Camera 2 MP with Flash, 4.2.2 Jely Bean, Li-Ion 1700 mAh battery, G- Sensor",2016-04-07
957,,4.3 out of 5 stars,"19,999.00","Android, Lollipop",Sandstone Black,,7.6 x 0.9 x 15.3 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (1/2/4/5/8 Bands), LTE, 4G, (1/3/4/7/17/38/40 Bands), WiFi 802.11 b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyroscope, Proximity sensor, Ambient light sensor, E-mail",2016-04-07
958,,4.1 out of 5 stars,,"Android, Jellybean",White,1 GB,14.5 x 1 x 7.9 cm,"GSM, (900/1800/850/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
959,,4 out of 5 stars,"5,089.00",Android,Black,1 GB,18 x 4.3 x 13.7 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
960,,4.4 out of 5 stars,"6,279.00",Android,brown,1 GB,20.8 x 20.4 x 4.2 cm,WCDMA,"Dual SIM, USB",2016-04-07
961,,4 out of 5 stars,,android,Black,0.50 GB,,HSDPA,"E-Mail, Music Player, Video Player",2016-04-07
962,,,"4,479.00",Android,Champagne,,12.5 x 1 x 6.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, (900/2100 MHz), 4G LTE, GPRS, EDGE, HSPA, HSPA+, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-07
963,,4.2 out of 5 stars,,Android,Red,,14.5 x 1 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850MHz/900MHz/1900MHz/2100MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Sensors : Accelerometer/ E-Compass/ Proximity/ Ambient Light sensor, eCompass, E-mail",2016-04-07
964,,,,"Kitkat, Android",Black,,14.3 x 7.2 x 0.8 cm,,"Bluetooth Tethering, Touchscreen, MP3, USB, Primary Camera, Radio, GPS",2016-04-07
965,,3.6 out of 5 stars,"14,499.00","Android, Kitkat",Blue,2 GB,15.1 x 7.5 x 0.9 cm,"GSM, 3G, WCDMA, WiFi 802.11 a/b/g/n","Dual SIM, GPS, Hall Effect sensor, Infrared Proximity sensor",2016-04-07
966,,3.7 out of 5 stars,,Android,Champagne,1 GB,14.6 x 1 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-07
967,,4.5 out of 5 stars,,"Android, KitKat, Android^KitKat",Black,2 GB,18.2 x 13.4 x 3.4 cm,HSDPA,"Free Transcend MicroSD Card 16 GB Class 10 Memory Card, Free Case included, Android v4.4.2 (KitKat) OS, 8 MP Secondary Camera, 13 MP Primary Camera",2016-04-07
968,,2 out of 5 stars,,"Android, Jellybean",White,512 MB,13.2 x 0.9 x 6.6 cm,"GSM, (850/900/1800/1900 MHz), (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, G-Sensor, E-mail, E-compass, Light and proximity sensor, Expandable Memory: 32GB",2016-04-07
969,,4 out of 5 stars,,"Android, Kitkat",White,1.5 GB,14.2 x 0.7 x 7 cm,"GSM, HSPA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-07
970,,3.4 out of 5 stars,"8,890.00",Android,Radiant Blue,1 GB,14.2 x 0.6 x 7.1 cm,"GSM, (900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-07
971,,3.7 out of 5 stars,"9,499.00","Android, Kitkat",Dark Blue,1 GB,14.1 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravitation sensor, Proximity sensor, Light sensor, E-mail",2016-04-07
972,,,,Android,blue,,18 x 8 x 5 cm,"GSM, WiFi","Dual SIM (GSM + WCDMA), Dual Standby, Android 4.4 kitkat, Screen Size 3.5'', RAM 1 GB, E-Mail, Music Player, Video Player",2016-04-07
973,,,,"Jellybean, Android",,,17.5 x 10 x 5.7 cm,GPRS,"Android 4.2.2 Jellybean, 3.2 Megapixel Rear Camera, 1.3 Megapixel Front Camera, GPRS-EDGE, 3.5 inches HVGA Capacitive Touch",2016-04-07
974,,,"25,990.00",Android,Gold,,15.8 x 0.6 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, Fingerprint sensor, Geomagnetic sensor, E-mail",2016-04-07
975,,3 out of 5 stars,,"Kitkat, Android",Rock Grey,,12.9 x 1 x 6.5 cm,"GSM, 3G, GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-04-07
976,,3.9 out of 5 stars,"7,298.00","Android, Kitkat",Black,1 GB,25.8 x 19.4 x 4.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, WiFi","Music Player, Video Player, FM Radio with Recording, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
977,,2.6 out of 5 stars,"3,949.00","Android, Jellybean",Grey,256 MB,13.5 x 1 x 6.7 cm,"GSM, (900/1800 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio with recording, E-mail, G sensor, Dual SIM, Expandable Memory: 16GB",2016-04-07
978,,,"12,860.00",Android,Gold,,14.8 x 0.8 x 7.3 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE","Dual SIM, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Proximity sensor, Gyro sensor",2016-04-07
979,,,,Android,White,256 MB,11.4 x 6 x 1.2 cm,3G,"Android 4.2.2 Jelly Bean OS, 1.3 GHz Dual Core Processor, 3G With Wifi, 3.2 MP Primary Camera, 1.3 MP Secondary Camera",2016-04-07
980,,4 out of 5 stars,"13,999.00","Android, Jellybean",White,1 GB,7.4 x 14.4 x 0.9 cm,"GSM, (900/1800 MHz), WCDMA","Dual SIM, GPS, Music Player, Video Player",2016-04-07
981,,2.5 out of 5 stars,,"Android, Ice Cream Sandwich",White,512 MB,12.3 x 1.1 x 6.3 cm,"GSM, (900/1800/1900 MHz), EDGE, GPRS, WiFi","Music Player, Video Player, FM Radio, GPS, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-07
982,,3.1 out of 5 stars,"5,399.00","Android, Kitkat",White,1 GB,15.4 x 4.4 x 8.4 cm,"GSM, (900/1800/1900 MHz), 3G, HSDPA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-07
983,,3.3 out of 5 stars,"3,669.00","Android, Kitkat",White,512 MB,17.4 x 5.6 x 10 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, FM Radio, Proximity sensor, Light sensor, G sensor, Expandable Memory: 32GB",2016-04-07
984,,2.5 out of 5 stars,,"Android, Kitkat",Champane,256 MB,12.3 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
985,,3 out of 5 stars,,"Android, Jellybean",Black,512 MB,11.8 x 0.9 x 6.2 cm,"GSM, (850/900/1800/1900 MHZ), UMTS, (2100 MHZ), 3G, WiFi, EDGE","GPS, Music Player, Video Player, FM Radio, Proximity Sensor, Digital Compass, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-07
986,,2.8 out of 5 stars,,"Android, Kitkat",White,512 MB,15.8 x 5.4 x 8.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-04-07
987,,3.8 out of 5 stars,"13,275.00",Android,Black,,14.2 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, WCDMA, 3G, (900/2100 MHz), 4G LTE, (850/1800/2300 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, eCompass, Accelerometer, E-mail",2016-04-07
988,,,,Android,White,512 MB,,HSDPA,"Camera Features: Auto focus and Touch focus, Screen Size details: 5-inch TFT multi-touch capacitive touchscreen with 800 x 640 pixels resolution and 16M color support, Battery Power: 860mAH, Wireless Communication Technology: Bluetooth, WiFi Hotspot, GSM, (850/900/1800/1900 MHz), HSDPA, 3G, GPRS, WiFi, Battery Cell Type: Lithium Ion",2016-04-07
989,,3.6 out of 5 stars,"14,574.00",Android,Silver,2 GB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 128GB",2016-04-07
990,,,,Android,Blue,1 GB,14.3 x 7.2 x 0.9 cm,3G,"Android 4.4.2 KitKat OS, 1.4 GHz Quad Core Processor, 3G With Wifi, 8 MP Primary Camera, 3.2 MP Secondary Camera",2016-04-07
991,,,,"Android, KitKat, Android^KitKat",Red,2 GB,18 x 9.4 x 6.2 cm,HSDPA,"Music Player, Video Player",2016-04-07
992,,,"8,999.00",Android,Blue,1 GB,14.3 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, (900/2100 MHz), 4G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, E-mail",2016-04-07
993,,4.3 out of 5 stars,,"Android, Jellybean",Black,512 MB,17.2 x 9.6 x 4.2 cm,"GSM, EDGE, WiFi","Music Player, Video Player, FM Radio, Video Calls, GPS, G sensor, Proximity sensor, Light sensor, Dual SIM, E-mail, Expandable Memory: 32GB",2016-04-07
994,,4.1 out of 5 stars,,Android,Black,,15.2 x 0.9 x 7.7 cm,"GSM, (900/1800/1900 MHz), WCDMA, (900/2100 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, Gyro sensor, eCompass, Finger print sensor, E-mail",2016-04-07
995,,3.1 out of 5 stars,"5,499.00","Android, Jellybean",White,1 GB,17.6 x 10.1 x 4.6 cm,HSDPA,"Panasonic ELUGA A- White, Android OS, v4.3 (Jelly Bean), Quad-core 1.2 GHz Cortex-A7, 5.0 inches, 2000 mAh, Li-Ion battery",2016-04-07
996,,1 out of 5 stars,"8,990.00",Android,White,512 MB,10.7 x 1.2 x 6 cm,"GSM, (850/900/1800/1900 MHz)","Music Player, Proximity sensor, Ambient light sensor, G-Sensor, Video Player, Expandable Memory: 4GB",2016-04-07
997,,3.3 out of 5 stars,"5,799.00","Android, Kitkat",White Champ,2 GB,13.6 x 0.9 x 6.8 cm,"GSM, (900/1800 MHz), WCDMA, (2100 MHz), 3G, HSDPA, HSUPA, EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Gravity sensor, Proximity sensor, Light sensor, Expandable Memory: 32GB",2016-04-07
998,,3.5 out of 5 stars,"3,299.00",android,Black & White,,6.7 x 0.9 x 13.4 cm,,"1.3 GHz Dual Core Processor, Cost effective phone",2016-04-07
999,,4.2 out of 5 stars,,"Android, Kitkat",White,512 MB,17.4 x 3.6 x 13.4 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 32GB",2016-04-07
1000,,4 out of 5 stars,"6,999.00",Android,White,2 GB,13.4 x 0.9 x 6.7 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, eCompass, Gravity sensor, Proximity sensor, Light sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-07
1001,,,,"Android, KitKat, Android^KitKat",Black&Gunmetal,256 MB,17 x 10.7 x 6.4 cm,HSDPA,"WVGA 10.1cm (4), Android TM 4.4 KitKat, RAM 256MB | ROM 2GB, Wi-Fi: 802.11b/g/n, AGPS,, 3MP | VGA Front Camera",2016-04-07
1002,,,"7,999.00",android,WHITE,1 GB,0.8 x 7.1 x 14.4 cm,HSDPA,"5-Inch qHD IPS OGS Display, ROM : 16GB, RAM : 1GB, Front Camera : 13MP, Rear Camera : 5MP, 1.4 GHz Octa Core Processor, Gesture Controls, Android Lollypop",2016-04-07
1003,,3.8 out of 5 stars,"33,989.00","Android, Lollipop",White,3 GB,14.3 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-04-07
1004,,3.9 out of 5 stars,"3,249.00",android,GREY,,15.8 x 9 x 5.6 cm,,"Stainless Steel Body, 6.6 cm (2.6″ QVGA) TFT Display, 2.0 MP Camera With LED Flash, Slim Exterior Design, Dual SIM",2016-04-07
1005,,4.3 out of 5 stars,,Android,White,2 GB,14.3 x 0.8 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, e-Compass, E-mail",2016-04-07
1006,,4.6 out of 5 stars,"32,500.00",Android,Black,,7.4 x 0.7 x 15.1 cm,4G LTE,"5.5"" AMOLED 1920 x 1080 (FHD), Processor 1.6GHz CPU Octa-Core",2016-04-07
1007,,4.1 out of 5 stars,"7,554.00","Android, Jellybean",Black,1 GB,14.4 x 1.1 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
1008,,3.3 out of 5 stars,"26,000.00","Android, Lollipop",Blue Lagoon,2 GB,15.8 x 0.8 x 7.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-04-07
1009,,3.9 out of 5 stars,"5,499.00","Android, Jellybean",Blue,1 GB,15.2 x 7.8 x 5 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz)","Music Player, Video Player, Proximity sensor, Light sensor, Gravity sensor, Dual SIM",2016-04-07
1010,,,,android,WHITE,512 MB,0.8 x 7.5 x 14.6 cm,HSDPA,"12.7 CM (5 Inch) TFT IPS Display, Android OS, 4.4.2, 1.2 GHz Quad Core, RAM- 512 MB| ROM-4GB|Expandable Memory Upto 32GB| Dual Camera: Rear- 8MP and Front-1.3 MP, Battery- 2100 mAh, Dual SIM (WCDMA/GSM)| GSM: 850/1900/900MHz/1800MHz| WCDMA: 850/2100 MHz, Bluetooth| Wi-Fi| Tethering & Portable hotspot| GPS, Messaging: SMS, E-mail, MMS| Email Account Support",2016-04-07
1011,,2.4 out of 5 stars,,Android,White-Orange,1 GB,14.4 x 0.9 x 7.1 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, Expandable Memory: 32GB",2016-04-07
1012,,3 out of 5 stars,"9,999.00",Android,White-Champagne,2 GB,14.2 x 0.5 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Gravity sensor, Proximity sensor, E-mail",2016-04-07
1013,,,"3,786.00","Kitkat, Android",Champagne,512 MB,,GSM,"Camera, Radio, Internet, E-Mail, music player",2016-04-07
1014,,1.9 out of 5 stars,,"Android, Jellybean",Black,768 MB,14.8 x 1 x 7.4 cm,"GSM, (900/1800 MHz), CDMA, (800 MHz), WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-04-07
1015,,3.6 out of 5 stars,,Android,White,,15.4 x 0.9 x 7.9 cm,"GSM, (850/900/1800 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, eCompass, Gyroscope, Proximity sensor, Accelerometer, E-mail",2016-04-07
1016,,2.7 out of 5 stars,,"Android, Jellybean",Black,256 MB,14 x 8.6 x 5.2 cm,"GSM, WiFi, EDGE","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 32GB",2016-04-07
1017,,3.2 out of 5 stars,"5,777.00",Android,Black,,14.6 x 0.8 x 7.2 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), HSPA+, 4G LTE, (2300/1800/850 MHz), WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, E-mail",2016-04-07
1018,,3 out of 5 stars,"3,150.00",Android,Black,256 MB,11.9 x 1 x 6.3 cm,"GSM, 3G, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-04-07
1019,,2.4 out of 5 stars,"5,990.00","Android, Kitkat",Blue,512 MB,12.9 x 0.9 x 6.8 cm,"GSM, HSPA, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-04-07
1020,,3.8 out of 5 stars,,"Android, Kitkat",White,2 GB,14.3 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, Accelerometer, Hall sensor, E-mail, Expandable Memory: 32GB",2016-04-07
1021,,,,Android,White,1.50 GB,13 x 0.7 x 6.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSPA, WiFi 802.11 b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, eCompass, E-mail",2016-04-07
1022,,4.8 out of 5 stars,,"Lollipop, Android",black,3 GB,17.2 x 10.6 x 6.4 cm,4G LTE,"3GB RAM, 16GB ROM",2016-04-07
1023,,4.2 out of 5 stars,"13,999.00",Android,Black,1.5 GB,16.4 x 0.9 x 8.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyro sensor, Proximity sensor, eCompass, E-mail, Expandable Memory: 64GB",2016-04-07
1024,,4 out of 5 stars,,"Android, Kitkat",Brown,1.5 GB,14.2 x 0.7 x 7 cm,"GSM, HSPA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-07
1025,,3.5 out of 5 stars,,"Android, Jellybean",White,512 MB,6.2 x 1.2 x 11.8 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, 3G, (2100 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-07
1026,,3.8 out of 5 stars,,"Android, Lollipop",Black,2 GB,14 x 0.6 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (900/1900/2100 MHz), 3G, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail",2016-04-07
1027,,,,"Android, Kitkat",Blue,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (900/1800 MHz), HSDPA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-07
1028,,3 out of 5 stars,,Android,Blue,0.50 GB,20 x 5.5 x 3 cm,HSDPA,"Expandable Memory Upto 32GB, Android 4.2 OS|5 MP Primary Camera|0.3 MP Secondary Camera|4-inch Touchscreen|Dual SIM (GSM + GSM)",2016-04-07
1029,,5 out of 5 stars,"3,399.00",android,WHITE,512 MB,12.5 x 0.9 x 6.4 cm,,"ANDROID 4.4.2 Kitkat, 1.2 GHz Dual Core MT6572M MEDIATEK PROCESSOR, 4 GB IN BUILT MEMORY WITH 32GB EXPANDABLE, 512 MB RAM, 1450 MAH BATTERY",2016-04-07
1030,,3.1 out of 5 stars,"18,140.00",Android,Pearl White,,15.8 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), TD-SCDMA, (1900/2000 MHz), CDMA, (800 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n (2.4GHz)","Dual SIM, GPS, Music Player, Video Player",2016-04-07
1031,,,"5,450.00",Android,Black,1 GB,,3G,"Processor Speed 1.3 GHz, Battery Lithium Ion 2000mAh, RAM 1 GB, Storage 8GB Expandable up to 32GB, 5'' FWVGA IPS display",2016-04-07
1032,,3.6 out of 5 stars,,"Android, Kitkat",Black,512 MB,12.4 x 1 x 6.4 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (1900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravitation sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-07
1033,,2.1 out of 5 stars,,"Android, Jellybean",White,1 GB,12.4 x 1 x 6.5 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Ambient light sensor, G sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-07
1034,,2.5 out of 5 stars,"4,590.00",Android,White,1 GB,13.5 x 1 x 6.8 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Ambient light sensor, E-mail",2016-04-07
1035,,4.5 out of 5 stars,,Android,Black,1 GB,14.1 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-07
1036,,3.7 out of 5 stars,,Android,Mint,2 GB,16.4 x 0.8 x 8 cm,"GSM, GPRS, EDGE (2G), UMTS, HSPA (3G), LTE (4G)","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Exmor RS sensor, E-mail, Expandable Memory: 200GB",2016-04-07
