product_id,name,ratings,price,os,colour,ram,product_dimensions,connectivity_technologies,special_features,date_now
506,"Asus Zenfone 6 (16GB, Deep Black)",3.8 out of 5 stars,14490,"Android, Jellybean",Deep Black,2 GB,16.7 x 1 x 8.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, eCompass, Gyroscope sensor, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-03-27
508,Sony Xperia Miro (Black),1 out of 5 stars,10990,"Android, Ice Cream Sandwich",Black,512 MB,11.3 x 1 x 5.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), GPRS, EDGE, 3G, WiFi","GPS, Video Player, Music Player, E-mail, FM-Radio, Expandable Memory: 32GB",2016-03-27
511,Karbonn Platinum P9 (Black),1 out of 5 stars,5700,"Android, Kitkat",Black,1 GB,8.7 x 0.9 x 1 cm,"GSM, GPRS, EDGE, 3G, WiFi 802.11/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
528,"Micromax Canvas 2 Colours A120 (8GB, Grey)",3.1 out of 5 stars,11500,Android,Grey,1 GB,14.4 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (2100 MHz), 3G, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Light sensor, Proximity sensor, Gravity sensor, Expandable Memory: 32GB",2016-03-27
534,HTC One M8 Eye (Silver),4.2 out of 5 stars,23980,"Android, Kitkat",Silver,2 GB,14.6 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyrometer, Proximity sensor, eCompass, E-mail, Expandable Memory: 128GB",2016-03-27
539,"Micromax Canvas HD Plus A190 (White, 8GB)",3.9 out of 5 stars,6799,"Android, Kitkat",White,1 GB,19.3 x 21.3 x 4.5 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, WiFi","Music Player, Video Player, FM Radio with Recording, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
541,Gionee Elife Mini E7 (White),4 out of 5 stars,11999,"Android, Jellybean",White,2 GB,6.6 x 0.9 x 14 cm,"GSM, 3G, WiFi","GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, eCompass, Light sensor, E-mail",2016-03-27
542,"Asus Zenfone Go ZC500TG (White, 8GB)",1 out of 5 stars,7475,Android,White,2 GB,14.5 x 1 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850MHz/900MHz/1900MHz/2100MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Sensors : Accelerometer/ E-Compass/ Proximity/ Ambient Light sensor, eCompass, E-mail",2016-03-27
546,"Asus Zenfone 2 ZE551ML (Gold, 32GB, 4GB RAM)",3.9 out of 5 stars,22199,Android,Gold,4 GB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 128GB",2016-03-27
548,Lava Iris Atom 2 (Black),3.1 out of 5 stars,4081,Android,Black,512 MB,13.4 x 0.9 x 6.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
555,"Samsung Galaxy J5 SM-J500F (White, 8GB)",4 out of 5 stars,11390,Android,White,1.5 GB,14.2 x 0.8 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
559,Karbonn A109 (White),1 out of 5 stars,2599,"Android, Jellybean",White,256 MB,6.4 x 0.8 x 1.1 cm,"GSM, GPRS, EDGE, WiFi 802.11/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
565,"Lava Iris X8 (Black, 2GB RAM, 16GB)",3.8 out of 5 stars,9700,"Android, Kitkat",Black,2 GB,14.3 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, Accelerometer, Hall sensor, E-mail, Expandable Memory: 32GB",2016-03-27
566,Micromax Canvas Selfie Lens Q345 (Moondust Grey),4.1 out of 5 stars,5973,Android,Moon Dust Grey,1 GB,48.3 x 8.9 x 38.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
568,Micromax BOLT A65 (White),3.5 out of 5 stars,3999,"Android, Gingerbread",White,512 MB,7 x 1.1 x 13 cm,"GSM, (900/1800 MHz), GPRS, EDGE","Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-03-27
570,Intex Aqua Power 2 (Champagne),3 out of 5 stars,5600,Android,Champagne,1 GB,14.1 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-03-27
571,Micromax Bolt D321 (White),3.2 out of 5 stars,4585,Android,White,512 MB,16.2 x 4.5 x 9.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
573,"Asus Zenfone 6 (16GB, Pure White)",3.8 out of 5 stars,14750,"Android, Kitkat",Pearl White,2 GB,16.7 x 1 x 8.4 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, eCompass, Gyroscope sensor, Proximity sensor, E-mail, Dual SIM, Expandable Memory: 64GB",2016-03-27
574,Panasonic T45 (Black),1.5 out of 5 stars,5499,Android,Black,1 GB,13.1 x 1 x 6.5 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
577,"Samsung Galaxy S6 Edge (Green Emerald, 32GB)",3.3 out of 5 stars,40900,"Android, Lollipop, Android^Lollipop",Green Emerald,3072 MB,14.2 x 7 x 0.7 cm,HSDPA,"Music Player, Video Player, GPS, E-Mail",2016-03-27
587,"Samsung Galaxy Note 5 N920G (Black Sapphire, 32GB)",4.2 out of 5 stars,47900,Android,Black Sapphire,4 GB,15.3 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, RGB light sensor, Geo magnetic sensor, Gyro sensor, Fingerprint sensor, Barometer, Hall sensor, E-mail",2016-03-27
588,Intex Aqua Y2 Power White,4 out of 5 stars,3737,Android,WHITE,0.50 GB,15.8 x 9.2 x 5.2 cm,WCDMA,"2900 mah battery, 4"" screen, 4 gb rom and 512 ram, 3G, BT,WIFI,WIFIHOTSPOT",2016-03-27
589,Samsung Galaxy E7 (Blue),4.2 out of 5 stars,21271,"Android, Kitkat",Blue,2 GB,15.1 x 0.7 x 7.7 cm,"GSM, HSPA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-03-27
599,Gionee Gpad G3 (Black),4 out of 5 stars,6999,Android,Black,512 MB,15.7 x 1 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), WiFi","Music Player, Video Player, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
602,Samsung Galaxy A7 SM-A700FD (Pearl White),4 out of 5 stars,22990,"Android, Kitkat",Pearl White,2 GB,15.1 x 0.6 x 7.6 cm,"GSM, HSPA, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-03-27
605,Zopo Speed 7 Plus ZP952 (Black),2.8 out of 5 stars,15999,Android,Black,3 GB,15.7 x 0.9 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/1900/2100 MHz), LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, Accelerometer, Geomagnetic sensor, Hall sensor, E-mail",2016-03-27
606,"Micromax Unite 2 A106 (Grey, 8GB)",3.9 out of 5 stars,5645,"Android, Kitkat",Grey,1 GB,71.9 x 9.4 x 138.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, WiFi","Dual SIM, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
608,Karbonn Titanium S99 (Black),3.6 out of 5 stars,2999,"Android, Kitkat",Black,512 MB,15.2 x 8.6 x 5.4 cm,"GSM, WiFi, 3G","Music Player, Video Player, GPS, Expandable Memory: 32GB",2016-03-27
611,Panasonic Eluga U (White),2.8 out of 5 stars,7999,"Android, Kitkat",White,2 GB,14.2 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gyro sensor, Proximity sensor, Light sensor, Accelerometer, eCompass, E-mail, Expandable Memory: 32GB",2016-03-27
613,"Samsung Galaxy J7 SM-J700F (Black, 16GB)",4 out of 5 stars,14249,Android,Black,1.5 GB,15.2 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
614,iBall Andi Mini Uddaan (Black),3 out of 5 stars,4490,"Android, Kitkat",Multi-colored,1 GB,13.3 x 1.1 x 7.1 cm,"GSM, 3G, GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
626,"Sony Xperia C3 Dual (Starry Black, 8GB)",3.8 out of 5 stars,15590,"Android, Kitkat",Black,1 GB,15.6 x 0.8 x 7.9 cm,"GSM, GPRS, EDGE, UMTS, WiFi","Music Player, Video Player, GPS, Expandable Memory: 32GB",2016-03-27
635,Karbonn Machone Plus (White-Silver),1 out of 5 stars,5599,Android,White-Silver,2 GB,13.7 x 0.8 x 6.8 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, G sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
636,LG G4 Stylus Titan Titan,2.6 out of 5 stars,15800,Android,Titanium,1 GB,16 x 9.6 x 5.6 cm,HSDPA,"Zero-gap in-cell Hybrid Touch with 14.4cm (5.7) HD Screen, Enhanced Stylus Pen & QuickMemo+, 13MP Laser Auto Focus + 5MP Front Camera, Blazing Fast 1.2 GHz Quad-Core CPU, Latest Android 5.0 Lollipop, Exceptional 3,000mAh Battery, 1.2 GHz Quad-Core CPU + Android 5.0 Lollipop, 13MP LDAF + 5MP Front Camera, Gesture Shot, Touch & Shoot",2016-03-27
650,Samsung Galaxy S5 (Shimmery White),3.9 out of 5 stars,27986,"Android, Kitkat",White,2 GB,14.2 x 0.8 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/1900/2100 MHz), WiFi","Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, Compass, Barometer sensor, Hall sensor, RGB ambient light sensor, Gesture sensor, Fingerprint sensor, Heart rate sensor, E-mail",2016-03-27
656,"Samsung Galaxy S6 Edge Plus (32GB, Silver Titanium)",4.5 out of 5 stars,50990,Android,Silver Titanium,4 GB,15.4 x 0.7 x 7.6 cm,"GSM, 3G, 4G LTE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, E-mail",2016-03-27
667,"Samsung Galaxy Core 2 (Black, 4GB)",3.7 out of 5 stars,7990,"Android, Kitkat",Black,768 MB,13 x 6.8 x 1 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, Accelerometer, Proximity sensor, E-mail, Dual SIM, Expandable Memory: 64GB",2016-03-27
673,"Asus Zenfone C (Black, 8GB)",3 out of 5 stars,6190,"Android, Kitkat",Black,1 GB,13.7 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, Light sensor, E-mail, Expandable Memory: 64GB",2016-03-27
675,"LG Nexus 5X LG-H791 (16GB, Ice Blue)",3.9 out of 5 stars,31785,Android,Ice Blue,2 GB,15.4 x 1 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, 4G LTE, WiFi","Video Calls, GPS, Music Player, Video Player, Proximity sensor, Ambient light sensor, Accelerometer, eCompass, Gyroscope, E-mail, Fingerprint sensor",2016-03-27
676,Micromax Canvas Hue AQ5000 (White-Gold),4.5 out of 5 stars,7700,"Android, Kitkat",White-Gold,1 GB,14.5 x 0.8 x 7 cm,"GSM, (900/1800 MHz), 3G, (900/2100MHz), GPRS","Video Calls, GPS, Music Player, Video Player, Accelerometer, Proximity, E-mail, Expandable Memory: 32GB",2016-03-27
678,"Intex Cloud X15+,3G(White+Grey)",3 out of 5 stars,2229,Android,White+Grey,256 MB,11.6 x 1.2 x 6.2 cm,"GSM, 3G, WCDMA, EDGE, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
688,Salora Njoy-G E5 (White),2.7 out of 5 stars,2999,"Android, Kitkat",White,512 MB,13.2 x 1 x 6.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
692,XOLO Q600S(WHITE),3.4 out of 5 stars,6999,"Android, KitKat, Android^KitKat",Black,1 GB,6.8 x 0.8 x 13.6 cm,HSDPA,"Warranty:1 year xolo warranty, Camera:5 MP, Bluetooth:BT 4.0, Battery Capacity:2000 mAh, Chipset:BCM 23550, Video Player:Android Video Player",2016-03-27
694,Lava Iris X1 Grand (Ink Black),3.9 out of 5 stars,9499,"Android, Kitkat",Ink Black,1 GB,14.3 x 0.9 x 7.2 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Ambient light sensor, E-mail",2016-03-27
702,Acer Liquid Jade (White),3.1 out of 5 stars,16864,"Android, Kitkat",White,2 GB,14.1 x 0.8 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
709,"OnePlus 2 (Sandstone Black, 16GB)",4 out of 5 stars,20999,Android,Black,3 GB,15.2 x 1 x 7.5 cm,"GSM, (850/900/1800/1900 MHz)","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyroscope, Proximity sensor, Ambient light sensor, E-mail",2016-03-27
720,"YU Yuphoria YU5010 (Black + Silver, 16GB)",3.4 out of 5 stars,6999,Android,Buffed Steel,2 GB,7 x 0.8 x 14 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, eCompass, Proximity sensor, Accelerometer, Ambient light sensor, Gyroscope, Barometer, Temperature sensor, E-mail, Expandable Memory: 32GB",2016-03-27
728,Gionee Marathon M3 (White),4 out of 5 stars,8000,"Android, Kitkat",White,1 GB,14.5 x 1 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), HSPA, 3G, WiFi 802.11/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G-sensor, eCompass, Motion sensor, Light sensor, E-mail, Expandable Memory: 128GB",2016-03-27
735,"Micromax Canvas Knight Cameo A290 (Black, 8GB)",3.4 out of 5 stars,6130,"Android, Kitkat",Black,1 GB,15.4 x 4.4 x 8 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), EDGE, GPRS, WiFi 802.11 b\g\n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, eCompass, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
737,Gionee Ctrl - V4S (White-Black),2 out of 5 stars,7100,Android,White-Black,1 GB,13.1 x 0.8 x 6.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), WiFi 802.11 b/g/n","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, E-mail",2016-03-27
739,Gionee Pioneer P6 Color (Grey),4.2 out of 5 stars,7000,Android,Grey,1 GB,17.2 x 10.8 x 6.8 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-03-27
748,"Asus Zenfone Selfie ZD551KL (Sheer Gold, 16GB)",3 out of 5 stars,14999,Android,Sheer Gold,3 GB,15.7 x 1.1 x 7.7 cm,"GSM, 3G, WCDMA, (850/900/1900/2100 MHz), LTE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, G sensor, eCompass, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-03-27
750,Samsung Note-4 GOLD SM-N910GZDEINS,3.5 out of 5 stars,36900,Android,gold,3 GB,16.5 x 9.1 x 5.7 cm,HSDPA,"16MP primary camera with fast auto focus, HDR, smart OIS and 3.7MP front facing camera, 5.7-inch (14.47 centimeters) quad HD super AMOLED capacitive touchscreen with 2560 x1440 pixels resolution, Android v4.4 Kitkat operating system with 2.7Ghz quad core processor, 3GB RAM, 32GB internal memory expandable up to 64GB and single SIM, 3220mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",2016-03-27
751,Samsung Galaxy Note Edge (Frost White),3.8 out of 5 stars,41220,"Android, Kitkat",White,3 GB,15.1 x 0.8 x 8.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, (850/900/1900/2100 MHz), HSDPA, 4G LTE Cat.6 300/50Mbps, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac (2X2 MIMO)","Video Calls, Single SIM, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geo-magnetic, Gyroscope, RGB ambient light, Barometer, Hall Sensor, Finger Scanner, UV, HRM, E-mail, Expandable Memory: 64GB",2016-03-27
754,"Iball Andi HD6 (Dual Sim/ 1.3 Ghz/ 1GB Ram/ 6 ""IPS HD/ 8GB / 3000mAh)",3.8 out of 5 stars,6798,Android,Blue,1 GB,21.1 x 12.7 x 6.8 cm,HSDPA,"15.24cm (6"") IPS HD (1280*720) Bright Display, 3000mAh Li-Polymer Battery, 8 MPe AF Rear Camera with Dual LED Flash 5 MPe Enhanced Front Camera for Video Calling, 1 GB RAM 8 GB Internal Memory, ANDROID 4.4 KITKAT",2016-03-27
755,"Samsung Galaxy S3 Neo GT-I9300I (Blue, 16GB)",4.1 out of 5 stars,13500,Android,Pebble Blue,1.5 GB,13.7 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 a/b/g/n","Dual SIM, GPS, Music Player, Video Player, Accelerometer, Geo-magnetic sensor, Gyro sensor, Light sensor, Proximity sensor, RGB sensor, Hall sensor, E-mail, Expandable Memory: 64GB",2016-03-27
758,"Samsung Galaxy J2 SM-J200G (Gold, 8GB)",4 out of 5 stars,8350,Android,Gold,1 GB,13.7 x 0.8 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
760,Samsung Galaxy J7 SM-J700F (White),4 out of 5 stars,14249,Android,White,1.5 GB,15.2 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
765,Micromax Bolt Q324 (Blue),3.2 out of 5 stars,3949,Android,Blue,512 MB,14.4 x 5.4 x 8.6 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Motion sensor, E-mail, Expandable Memory: 32GB",2016-03-27
774,Panasonic Eluga Z (Champagne Gold),3.5 out of 5 stars,8999,Android,Champagne Gold,2 GB,14.2 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz)","Video Calls, Dual SIM, GPS, Music Player, Video Player, Light sensor, Proximity sensor, eCompass, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
780,Karbonn Titanium S25 klick (Blue),4.1 out of 5 stars,7990,android,Blue,1 GB,17.4 x 10.6 x 5.8 cm,HSDPA,"1.3 GHz Quad Core Processor, 8 GB Internal Storage, 5 inch HD Display, Android 4.4 Kitkat, 5MP front Camera",2016-03-27
782,Micromax Bolt A082 (Grey),3.9 out of 5 stars,3924,"Android, Kitkat",Grey,512 MB,14 x 8 x 6.2 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-03-27
783,Gionee Pioneer P4 (Black),4 out of 5 stars,5849,"Android, Jellybean",Black,1 GB,13.5 x 0.9 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), 3G, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Compass, G sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
787,"Samsung Galaxy S Duos 3 SM-G313HU/DD (Ceramic White, 4GB)",3.3 out of 5 stars,11858,"Android, Kitkat",White,512 MB,12.1 x 1.1 x 6.3 cm,"GSM, GPRS, EDGE","Dual SIM, Music Player, Video Player",2016-03-27
789,Micromax Canvas Doodle 2 A240 (Blue),3.8 out of 5 stars,6590,"Android, jellyBean, Android^jellyBean",Blue,1 GB,0.9 x 8.3 x 16.1 cm,"GSM, GPRS, EDGE, (850/900/1800/1900 MHz), WCDMA, (2100 MHz), 3G, WiFi, HSPA+","GPS, Dual SIM, Music Player, Video Player, Light sensor, Motion sensor, Proximity sensor, Magnetic sensor",2016-03-27
790,Samsung Galaxy Grand 2 (Gold),4 out of 5 stars,13100,"Android, Jellybean",Gold,1.5 GB,14.7 x 0.9 x 7.5 cm,"GSM, (850/900/1800/1900 MHz), EDGE, WiFi, 3G","Music Player, Video Player, Accelerometer, Proximity sensor, Geomagnetic Sensor, E-mail, Hall Sensor, Light Sensor",2016-03-27
795,iBall Enigma Andi 4.5M(Gold),2.6 out of 5 stars,5699,"Android, KitKat, Android^KitKat",Gold,1 GB,11.7 x 17 x 7.1 cm,HSDPA,"Manufacturer's warranty : 1 Year, Internal storage : 8 GB, External Storage : Expandable upto 32 GB",2016-03-27
799,Sony Xperia Z Ultra 4G - White,5 out of 5 stars,41930,android,White,2 GB,9.2 x 0.7 x 17.9 cm,4G LTE,"Expandable Memory Up to 64GB, GSM 850 / 900 / 1800 / 1900, LTE 800 / 850 / 900 / 1700 / 1800 / 1900 / 2100 / 2600, Capacitive touchscreen, 16M colors|1080 x 1920 pixels, 6.4 inches, 16 GB, 2 GB RAM, microSD, up to 64 GB, Quad-core 2.2 GHz Krait 400|8 MP, 3264 x 2448 pixels, autofocus, HSDPA, 42 Mbps; HSUPA, 5.8 Mbps; LTE, Cat4, 50 Mbps UL, 150 Mbps DL, Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, Wi-Fi hotspot|Non-removable Li-Ion 3050 mAh battery",2016-03-27
803,"Gionee Marathon M3 (Black, 8GB)",4 out of 5 stars,8390,"Android, Kitkat",Black,1 GB,14.5 x 1 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, Light sensor, E-mail, Expandable Memory: 128GB",2016-03-27
805,Panasonic Eluga Switch (Gunmetal Grey),3.5 out of 5 stars,10690,Android,Gunmetal Grey,2 GB,15.3 x 0.7 x 7.5 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Ambient light sensor, Accelerometer, eCompass, Gyroscope, E-mail, Expandable Memory: 32GB",2016-03-27
808,Gionee Pioneer P6-White,5 out of 5 stars,6599,Android,White,1 GB,14.3 x 0.9 x 7.4 cm,HSDPA,"E-Mail, Music Player, Video Player",2016-03-27
811,Panasonic P81 (Black),4.2 out of 5 stars,14799,"Android, Jellybean",Black,1 GB,17.5 x 17.5 x 4.8 cm,"GSM(850/900/1800/1900 MHz), WiFi, 3G, (900/2100 MHz)","Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
814,Lenovo A859 (White),3.9 out of 5 stars,11500,"Android, Jellybean",White,1 GB,14.2 x 0.9 x 7.2 cm,"GSM, (900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), WiFi","Music Player, Video Player, Gravitation sensor, Proximity sensor, Light sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
