product_id,name,ratings,price,os,colour,ram,product_dimensions,connectivity_technologies,special_features,date_now
1138,Zopo Speed 7 ZP951 (White ),4.6 out of 5 stars,14499,Android,White,3072 MB,14.6 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/1900/2100 MHz), LTE, WiFi 802.11ac/a/b/g/n/ac","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, eCompass, Proximity sensor",2016-03-27
1141,"Lava Iris Pixel V2 (Black, 16GB)",3.5 out of 5 stars,8888,Android,Black,2 GB,14.2 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Ambient light sensor, Proximity sensor, Hall sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1144,Xolo A500 Club (White),3.5 out of 5 stars,4999,"Android, Jellybean",White,512 MB,12.5 x 0.9 x 6.2 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), WiFi","Music Player, Video Player, FM Radio, Accelerometer sensor, Proximity sensor, Ambient light sensor, GPS, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
1146,Panasonic T11 (White),3 out of 5 stars,4899,"Android, Jellybean",White,1 GB,11.3 x 0.9 x 6.4 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), GPRS, WiFi, EDGE, 3G","Music Player, Video Player, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
1149,Intex Aqua Y2 Pro (Blue),3.6 out of 5 stars,3989,"Android, Kitkat",Blue,512 MB,13.4 x 1 x 6.8 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1153,Micromax Canvas Turbo Mini A200 (White),3.9 out of 5 stars,5449,"Android, Jellybean",White,1 GB,15 x 8.2 x 5 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz)","Music Player, Video Player, Proximity sensor, Light sensor, Gravity sensor, Dual SIM",2016-03-27
1158,Samsung Galaxy Grand Neo GT-I9060 (White),4 out of 5 stars,17024,"Android, Jellybean",White,1 GB,14.4 x 1 x 7.7 cm,"GSM, WiFi","Music Player, Video Player, Accelerometer sensor, Proximity sensor, Compass, GPS, Dual SIM, Expandable Memory: 64GB",2016-03-27
1159,Atom Supremus HD White,2 out of 5 stars,9499,"Android, jellyBean, Android^jellyBean",White,1 GB,7.8 x 0.9 x 15.7 cm,HSDPA,"1.5 GHz MediaTek MT 6589T, Quad Core Processor ;, Adreno 320, 400 MHz Graphics ;, IPS-FHD Display type ;, 3.5 MM Audio Jack, 802.11 b/g/n wifi, class 12 GPRS and EDGE, Bluetooth v4, micro USB v2, Proximity Sensor, Light Sensor, Gyroscope Sensor, Magnetic Sensor, Accelerometer ;, NM2 Wide Angle Technology, Multi-touch, IPS Display ;, Operating Frequency : GSM - 850, 900, 1800, WCDMA - 2100 3G",2016-03-27
1161,Panasonic Eluga U (Black),2.8 out of 5 stars,12349,android,Black,2 GB,17.7 x 10.9 x 5.1 cm,HSDPA,"Android 4.4 kitkat Operating system, 5 inches Capacitive touchscreen, 1.2GHz quad-core, Primary Camera: 13-megapixel , Secondary Camera: 2-megapixel, 16 GB internal memory",2016-03-27
1162,Lenovo A6010 (Onyx Black),3.5 out of 5 stars,9200,Android,Onyx Black,2 GB,14.1 x 0.8 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), 4G LTE, FDD, (800/850/900/1800/2100/2600 MHz), TDD, (2300/2400 MHz), GPRS, EDGE, HSPA+, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, Vibrator sensor, E-mail",2016-03-27
1164,Karbonn Titanium S9 Lite (Black),1.7 out of 5 stars,3999,"Android, Jellybean",Black,512 MB,17.3 x 10.4 x 6.1 cm,"GSM, 3G, WiFi","Music Player, Video Player, GPS, G sensor, Proximity sensor, Light sensor, Dual SIM, Expandable Memory: 32GB",2016-03-27
1165,Intex Aqua Y4 (Black),2 out of 5 stars,3546,Android,Black,512 MB,13.6 x 0.9 x 6.8 cm,"GSM, WCDMA, HSDPA/HSUPA, EDGE, GPRS, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
1177,iBall SS-iballoomph Android Mobile Phone (Grey),2.3 out of 5 stars,5599,"Android, KitKat, Android^KitKat",grey,1 GB,22.9 x 20.7 x 5.2 cm,HSDPA,"1 GB Ram, Dual Sim, 8 GB Internal, 8 Mp Camera, 4.7 inch Size",2016-03-27
1178,Lava Iris 502 (Black),2.5 out of 5 stars,9999,"Android, Jellybean",Black-White,512 MB,14.6 x 1 x 7.8 cm,"GPRS, EDGE, 3G, GSM, (900/1800 MHz), UMTS, (2100 MHz)","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, E-mail",2016-03-27
1181,LG L70 DUAL D325 (White),3.9 out of 5 stars,8000,android,white,1 GB,18.8 x 5.2 x 15.6 cm,HSDPA,"Dual SIM, Music Player, Video Player",2016-03-27
1182,Gionee P2S Red,2.7 out of 5 stars,4119,"Android, jellyBean, Android^jellyBean",red,512 MB,16 x 10.6 x 6.8 cm,HSDPA,"1.3GHz  dual-core, 5 MP rear camera with LED flashl, 512 MB RAM, 4GB of internal memory, 1600 mAh battery, Android v4.2 (Jelly Bean)",2016-03-27
1184,"Yu Yuphoria Yu5010A Black and Silver (2GB RAM, 16GB ROM)",3.3 out of 5 stars,7799,Android,Black and Silver,2 GB,14.2 x 0.9 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, Gyroscope, Accelerometer, eCompass, E-mail, Expandable Memory: 32GB",2016-03-27
1187,Gionee Pioneer P3 (White),3.9 out of 5 stars,5249,"Android, Jellybean",White,512 MB,12.9 x 1.1 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, Digital Compass, G sensor, Light sensor, Proximity sensor, eCompass, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
1196,"Lenovo A6000 (Black, 8GB)",3.6 out of 5 stars,6525,"Android, Kitkat",Black,1 GB,7 x 0.8 x 14.1 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-03-27
1198,"Moto E 2nd Generation (3G, White)",4 out of 5 stars,5999,Android,White,1 GB,13 x 1.2 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, (2100 MHz), WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1203,"Asus Zenfone 5 (Champagne Gold, 8GB)",3.9 out of 5 stars,8585,"Android, Kitkat",Champagne Gold,2 GB,14.8 x 1 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, G sensor, eCompass, Proximity sensor, Light sensor, Hall sensor, E-mail, Dual SIM",2016-03-27
1206,Micromax Canvas 4 A210 (Grey),3.9 out of 5 stars,8065,"Android, Jellybean",Grey,1 GB,14.5 x 0.9 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), 3G, EDGE, GPRS, WiFi","Voice Calling, Dual SIM, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1207,Micromax Canvas Hue 2 A316 (Black),3.8 out of 5 stars,7519,Android,Black,2 GB,12.1 x 1.5 x 6.5 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Expandable Memory: 32GB",2016-03-27
1208,Asus Zenfone C ZC451CG (Red),5 out of 5 stars,6599,Android,Red,512 MB,13.7 x 6.7 x 1.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-03-27
1210,Sony Xperia Z5 Dual (Gold),4.6 out of 5 stars,42289,Android,Gold,3 GB,14.6 x 0.7 x 7.2 cm,"GSM, HSPA, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Fingerprint sensor, Ambient light sensor, Proximity sensor, E-mail, Expandable Memory: 200GB",2016-03-27
1217,iBall Android Mobile Phone with 5 inch screen (Black),3 out of 5 stars,7539,Android,METALLIC GREY+GUN METAL,2 GB,16 x 9.6 x 5.6 cm,WCDMA,"2GB RAM + 16 GB ROM, 5"" IPS QHD DISPLAY, 2150mAh BATTERY, 8MP AF CAMERA WITH LED FLASH AND 3.2MP FRONT CAMERA",2016-03-27
1219,Samsung Galaxy J1 (Black),2.4 out of 5 stars,5990,"Android, Kitkat",Black,512 MB,12.9 x 0.9 x 6.8 cm,"GSM, HSPA, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1220,Gionee Elife E3 (Black),3.7 out of 5 stars,6750,Android,Black,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, Dual SIM, eCompass, Light sensor, Proximity sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1227,Samsung Galaxy J1 (White),2.4 out of 5 stars,5990,"Android, Kitkat",White,512 MB,12.9 x 0.9 x 6.8 cm,"GSM, HSPA, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1233,HTC One M8 Eye (Rose Gold),4.2 out of 5 stars,23699,Android,Rose Gold,2 GB,14.6 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi 802.11 a/b/g/n","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyrometer, Proximity sensor, eCompass, E-mail, Expandable Memory: 128GB",2016-03-27
1234,Gionee CTRL-V4S (White),3.7 out of 5 stars,6999,Android,White,1 GB,13.1 x 0.8 x 6.5 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, G sensor, eCompass, Motion sensor, E-mail",2016-03-27
1236,Panasonic Eluga S (White),4 out of 5 stars,7649,"Android, Kitkat",White,1 GB,15 x 0.8 x 7.8 cm,"GSM, (900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), EDGE, GPRS, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1238,LG G4 (Leather Red),4.1 out of 5 stars,37800,"Android, Lollipop",Leather Red,3 GB,14.9 x 1 x 7.6 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Single SIM, GPS, Music Player, Video Player, E-mail, Expandable Memory: 2TB",2016-03-27
1239,Sony Xperia Z5 Premium Dual (Chrome),3 out of 5 stars,52099,Android,Chrome,3 GB,15.4 x 0.8 x 7.6 cm,"GSM, HSPA, 3G, LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Fingerprint sensor, Ambient light sensor, Proximity sensor, E-mail",2016-03-27
1240,Sony Xperia Z3 Compact (White),3.7 out of 5 stars,25499,"Android, Kitkat",White,2 GB,12.7 x 0.9 x 6.5 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1700/1900/2100 MHz), 4G LTE, (700/800/850/900/1700/1800/1900/2100/2600 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, E-mail, Expandable Memory: 128GB",2016-03-27
1244,LG Magna Android Mobile Phone (Blue),4 out of 5 stars,10775,Android,"white,black,gold",1 GB,14.4 x 7.8 x 5.6 cm,HSDPA,"Expandable Memory Upto 32GB, microSD, up to 32 GB|8 GB, 1 GB RAM|8 MP, 3264 x 2448 pixels, autofocus, LED flash|Dual SIM (Micro-SIM, dual stand-by)|Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",2016-03-27
1245,Micromax Canvas Nitro 2 E311 (White-Gold),4 out of 5 stars,7777,Android,White-Gold,2 GB,14.4 x 0.8 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (900/2100 MHz), HSPA, 3G, WiFi 802.11/b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1250,Sony Xperia Z Ultra 4G - Black,3.4 out of 5 stars,40510,Android,Black,2 GB,9.2 x 0.7 x 17.9 cm,HSDPA,"Expandable Memory Up to 64GB, GSM 850 / 900 / 1800 / 1900, LTE 800 / 850 / 900 / 1700 / 1800 / 1900 / 2100 / 2600, Capacitive touchscreen, 16M colors|1080 x 1920 pixels, 6.4 inches, 16 GB, 2 GB RAM, microSD, up to 64 GB, Quad-core 2.2 GHz Krait 400|8 MP, 3264 x 2448 pixels, autofocus, HSDPA, 42 Mbps; HSUPA, 5.8 Mbps; LTE, Cat4, 50 Mbps UL, 150 Mbps DL, Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, Wi-Fi hotspot|Non-removable Li-Ion 3050 mAh battery",2016-03-27
1258,Micromax Canvas5 - E481 (Grey),3.8 out of 5 stars,10760,Android,Grey,3 GB,16.8 x 8.8 x 5.2 cm,4G LTE,"3GB DDR3 RAM, 1920*1080 pixels resolution | Corning Gorilla Glass 3 | 423 PPI, 13MP AF rear camera (Flash enabled) with 5P lens & Blue Optical Filter | 5MP Front camera, Delivering in Madhya Pradesh Only",2016-03-27
1271,iBall iBall Andi 4.5 O'Buddy Android Mobile Phone with 5 inch screen (Gold),3 out of 5 stars,4494,Android,SOFT GOLD+ BLACK,1 GB,12.7 x 11.4 x 5.1 cm,HSDPA,"4.5""IPS FWVGA bright display, Quad Core 1.3 GHz Processor, Android 4.4 kitkat, 1 GB Ram,8 GB Rom, 8 MP REAR CAMERA WITH LED FLASH,3.2MP  FRONT CAMERA, 1800 mah li-ion Battery",2016-03-27
1276,"HTC Desire 826W Smart Phone, Blue Lagoon",5 out of 5 stars,21499,Android,blue lagoon,2 GB,17.8 x 14.6 x 3.4 cm,Edge,"Camera, Radio, Internet, E-Mail, music player",2016-03-27
1278,Xolo Q3000 (White),3.8 out of 5 stars,13899,"Android, Jellybean",White,2 GB,16.5 x 0.9 x 8.2 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), WiFi","Music Player, Video Player, GPS, Accelerometer, Magnetometer, Ambient light sensor, Gyroscope sensor, Proximity sensor, Dual SIM, E-mail, Expandable Memory: 32GB",2016-03-27
1282,"Mi Redmi 2 Prime 4G (16GB, Grey)",4 out of 5 stars,6999,Android,Grey,2 GB,6.7 x 0.9 x 13.4 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, eCompass, Gravity sensor, Proximity sensor, Light sensor, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
1285,"Micromax Canvas 4 Plus A315 (White-Gold, 16GB)",3.7 out of 5 stars,7549,"Android, Kitkat",White-Gold,1 GB,15.4 x 9.4 x 0.6 cm,"GSM, (900/1800/850/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Magnetic sensor, Proximity sensor, Light sensor, Hall sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1289,"Micromax Canvas 2 Colours A120 (4GB, Grey)",3.9 out of 5 stars,6168,"Android, Jellybean",Grey,512 MB,18.8 x 16.6 x 3.6 cm,"GSM, (900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), WiFi","Dual SIM, Music Player, Video Player, Light sensor, Motion sensor, Proximity sensor",2016-03-27
1291,Sony Xperia C5 Ultra Dual (Black),3.7 out of 5 stars,24490,Android,Black,2 GB,16.4 x 0.8 x 8 cm,"GSM, GPRS, EDGE (2G), UMTS, HSPA (3G), LTE (4G)","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Exmor RS sensor, E-mail, Expandable Memory: 200GB",2016-03-27
1298,"Samsung Galaxy S6 Edge (Gold, 64GB)",4 out of 5 stars,44500,"Android, Lollipop",Gold,3 GB,14.2 x 0.7 x 7 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-03-27
1303,"Micromax Canvas A1 AQ4502 (Black, 8GB)",4.1 out of 5 stars,4999,Android,Black,1 GB,13.2 x 0.9 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1311,"Samsung Galaxy J5 SM-J500F (Black, 8GB)",4 out of 5 stars,11390,Android,Black,1.5 GB,14.2 x 0.8 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), HSDPA, 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 128GB",2016-03-27
1312,Karbonn S320 (White),3.5 out of 5 stars,4349,Android,White,1 GB,13.8 x 0.9 x 7.2 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-03-27
1316,Micromax Canvas A1 AQ4501 (White),4.1 out of 5 stars,5488,Android,White,1 GB,13.2 x 0.9 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G-sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1324,"Samsung Galaxy S6 (Black Sapphire, 32GB)",3.8 out of 5 stars,33900,"Android, Lollipop",Black,3 GB,14.3 x 0.7 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSDPA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Single SIM, GPS, Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, eCompass, Barometer, Heart rate sensor, SPO2 sensor, E-mail",2016-03-27
1325,Micromax Canvas 4 A210 (White),3.9 out of 5 stars,8065,"Android, Jellybean",White,1 GB,14.5 x 0.9 x 7.3 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), 3G, EDGE, GPRS, WiFi","Voice Calling, Dual SIM, Music Player, Video Player, FM Radio, Proximity sensor, Light sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1330,Sony Xperia C4 Dual E5363 (Black),3.7 out of 5 stars,18999,"Android, Lollipop",Black,2 GB,15 x 0.8 x 7.7 cm,"GSM, (900/850/1900/2100 MHz), UMTS, HSPA+, 3G, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-03-27
1331,"Panasonic P55 Novo (Midnight Blue, 2GB RAM)",3.3 out of 5 stars,8789,Android,Midnight Blue,2 GB,14.8 x 0.8 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (2100 MHz), WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, Light sensor, Proximity sensor, IR Blaster, Accelerometer, E-mail, Expandable Memory: 32GB",2016-03-27
1334,Xolo A500s IPS (Red),3.8 out of 5 stars,5500,"Android, Jellybean",Red,512 MB,12.5 x 0.9 x 6.3 cm,"GSM, (900/1800 MHz), HSPA, 3G, (2100 MHz), WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Ambient light sensor, Proximity sensor",2016-03-27
1339,Intex Aqua 3G Pro (Champagne),3.1 out of 5 stars,3590,"Android, Kitkat",Champagne,512 MB,12.5 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1354,iBall Andi3.5KKE Winner (White & Grey),2.5 out of 5 stars,2399,"Android, jellyBean, Android^jellyBean",White Grey,1 GB,24.9 x 14.9 x 8.9 cm,HSDPA,"Front Camera for Video Chatting, 3.2mp Enhanced Camera with LED Flash, FM Radio with FM Recording, Dual Sim Dual Standby, Wi-Fi 802.11 b/g/n",2016-03-27
1356,"Asus Zenfone Go ZC500TG (Black, 8GB)",3.3 out of 5 stars,7499,Android,Black,2 GB,14.5 x 1 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850MHz/900MHz/1900MHz/2100MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Sensors : Accelerometer/ E-Compass/ Proximity/ Ambient Light sensor, eCompass, E-mail, Expandable Memory: 64GB",2016-03-27
1359,Panasonic Eluga L2 (Sand Grey),4.5 out of 5 stars,6799,Android,Sand Grey,1 GB,14.1 x 0.8 x 7.1 cm,"GSM, 3G, 4G LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1362,HTC Desire 210 (White),3.3 out of 5 stars,9900,"Android, Jellybean",White,512 MB,12.6 x 1.1 x 6.5 cm,"GSM, (900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, GPS, Accelerometer, E-mail, Dual SIM, Expandable Memory: 32GB",2016-03-27
1363,Samsung Galaxy J1 Ace SM-J110 (Black),3.3 out of 5 stars,6250,Android,Black,512 MB,13 x 1 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (2100/900 MHz), WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail",2016-03-27
1365,"Micromax Unite 3 Q372 (White, 8GB)",4 out of 5 stars,5489,"Android, Lollipop",White,1 GB,13.9 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (900/2100 MHz), HSPA, 3G, WiFi 802.11/b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1366,Panasonic T40 (White),3.6 out of 5 stars,6199,"Android, Kitkat",White,1 GB,12.6 x 0.9 x 6.3 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1367,"Swipe Sonic EVDO(3G) (CDMA+GSM) 4""Inch Android 4.1 Jelly Bean Smartphone- Black",1 out of 5 stars,3999,android,Black,0.50 GB,19.9 x 9.1 x 5.7 cm,HSDPA,"Qualcomm Snapdragon Msm8625 Processor, Dual sim (Gsm+CDMA), 512 MB Ram & 4GB Rom, Wifi, EVDO",2016-03-27
1368,Zopo Speed 7 Plus ZP952 (White),2.8 out of 5 stars,15999,Android,White,3 GB,15.7 x 0.9 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/1900/2100 MHz), LTE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, Accelerometer, Geomagnetic sensor, Hall sensor, E-mail",2016-03-27
1371,"ASUS Zenfone C ZC451CG, WHITE)",3.3 out of 5 stars,6752,Android,white,1 GB,14.6 x 7.8 x 4.8 cm,GSM,"1 GB RAM, 8 GB ROM Internal 8 GB, 5 MP Front Facing Camera Yes, 0.3 MP",2016-03-27
1375,Sony Xperia ZR C5502 (White),3.7 out of 5 stars,26963,"Android, Jellybean",White,2 GB,13.1 x 1.1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, (2100 MHz), EDGE, 3G, GPRS","Voice Calling, GPS, Music Player, Video Player, FM Radio, Proximity sensor, eCompass, Accelerometer, Gyroscope, Magnetometer, Ambient light sensor, E-mail, Expandable Memory: 32GB",2016-03-27
1377,"OnePlus X (Champagne, 16GB)",4 out of 5 stars,16999,Android,Champagne,3 GB,14 x 0.7 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, 4G LTE, WiFi 2.4GHz b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyroscope, Proximity sensor, Ambient light sensor, HALL sensor, E-mail",2016-03-27
1378,"Asus Zenfone 2 ZE551ML-Gold(2.3 GHz , 4 GB RAM, , 32 GB Internal)",5 out of 5 stars,19999,android,gold,4 GB,16.4 x 8.6 x 6.2 cm,WiFi,"Camera, Radio, Internet, E-Mail, music player",2016-03-27
1379,"Asus Zenfone Selfie ZD551KL-6J205WW (Silver, 32GB)",5 out of 5 stars,18863,Android,Silver,2 GB,15.7 x 1.1 x 7.7 cm,"GSM, 3G, WCDMA, (850/900/1900/2100 MHz), LTE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, G sensor, eCompass, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-03-27
1384,Samsung Galaxy S5 (Copper Gold),4 out of 5 stars,29840,"Android, Kitkat",Copper Gold,2 GB,12.7 x 12.7 x 12.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/1900/2100 MHz), WiFi","Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, Compass, Barometer sensor, Hall sensor, RGB ambient light sensor, Gesture sensor, Fingerprint sensor, Heart rate sensor, E-mail, Expandable Memory: 128GB",2016-03-27
