idd,name,ratings,price,condition,mom
475,BIG RETAIL,4 out of 5 stars,"Rs. 25,753.00",New,2016-04-10
477,Long Life Electronics,4 out of 5 stars,"Rs. 3,699.00",New,2016-04-10
478,Hunny Electronics,1 out of 5 stars,"Rs. 22,500.00",New,2016-04-10
479,Best gadget deal,5 out of 5 stars,"Rs. 14,600.00",New,2016-04-10
480,TRADUS MOBILES,5 out of 5 stars,"Rs. 8,990.00",New,2016-04-10
480,mobile mantra,1 out of 5 stars,"Rs. 9,000.00",New,2016-04-10
480,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 9,490.00",New,2016-04-10
481,AtoZStore100,4 out of 5 stars,"Rs. 9,490.00",New,2016-04-10
481,VijayVargiya Communcation,3 out of 5 stars,"Rs. 9,948.03",New,2016-04-10
481,bharat telecom,3 out of 5 stars,"Rs. 9,500.00",New,2016-04-10
482,vin fonot,1 out of 5 stars,"Rs. 4,000.00",New,2016-04-10
483,Shopping Jinni,1 out of 5 stars,"Rs. 6,800.00",New,2016-04-10
484,AMEZ,4.5 out of 5 stars,"Rs. 6,290.00",New,2016-04-10
484,KM Mobiles,1 out of 5 stars,"Rs. 9,090.00",New,2016-04-10
484,Aster Enterprises,1 out of 5 stars,"Rs. 9,090.00",New,2016-04-10
486,indian dzire,3.5 out of 5 stars,"Rs. 15,920.00",New,2016-04-10
487,mobilecafe online,5 out of 5 stars,"Rs. 10,750.00",New,2016-04-10
488,smartcellmumbai,1 out of 5 stars,"Rs. 3,999.00",New,2016-04-10
488,Express Delivery Retail,4.5 out of 5 stars,"Rs. 4,500.00",New,2016-04-10
489,Maa katyani mobiles,1 out of 5 stars,"Rs. 5,499.00",New,2016-04-10
489,Aster Enterprises,1 out of 5 stars,"Rs. 5,499.00",New,2016-04-10
489,SRI RAKESH ENTERPRISES,1 out of 5 stars,"Rs. 4,300.00",New,2016-04-10
493,SCPL SLP,4.5 out of 5 stars,"Rs. 16,998.00",New,2016-04-10
495,Fone Zone Nxt,1 out of 5 stars,"Rs. 38,000.00",New,2016-04-10
496,LavaEstore,3.5 out of 5 stars,"Rs. 3,099.00",New,2016-04-10
496,nlm cbe,2 out of 5 stars,"Rs. 3,199.00",New,2016-04-10
496,H.M.T. Watch Centre,1 out of 5 stars,"Rs. 3,450.00",New,2016-04-10
498,bharat telecom,3 out of 5 stars,"Rs. 9,600.00",New,2016-04-10
499,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 5,048.00",New,2016-04-10
499,JMD EXCLUSIVE,4.5 out of 5 stars,"Rs. 5,500.00",New,2016-04-10
499,POWERING MOBILE LIFE STYLE,1 out of 5 stars,"Rs. 5,759.00",New,2016-04-10
500,INDUS SIX,1 out of 5 stars,"Rs. 10,900.00",New,2016-04-10
500,Emm Ess Refrigeration,3 out of 5 stars,"Rs. 11,400.00",New,2016-04-10
500,Smsoft Computers- kerala,3.5 out of 5 stars,"Rs. 11,450.00",New,2016-04-10
500,PlanetTelecom,1 out of 5 stars,"Rs. 11,999.00",New,2016-04-10
501,indian dzire,3.5 out of 5 stars,"Rs. 4,989.00",New,2016-04-10
502,MANISH MOBILE,2 out of 5 stars,"Rs. 8,400.00",New,2016-04-10
503,Shopping Jinni,1 out of 5 stars,"Rs. 10,000.00",New,2016-04-10
504,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 11,270.00",New,2016-04-10
504,IMEX Enterprises,4.5 out of 5 stars,"Rs. 11,250.00",New,2016-04-10
504,intouch2016,3 out of 5 stars,"Rs. 12,079.00",New,2016-04-10
504,mobilecafe online,5 out of 5 stars,"Rs. 13,100.00",New,2016-04-10
506,indian dzire,3.5 out of 5 stars,"Rs. 15,409.00",New,2016-04-10
506,Alaghar communication,1 out of 5 stars,"Rs. 16,000.00",New,2016-04-10
506,Shopping Jinni,1 out of 5 stars,"Rs. 22,999.00",New,2016-04-10
509,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 13,699.00",New,2016-04-10
512,SULTHANIYA,4 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
513,Sahu communication,1 out of 5 stars,"Rs. 8,000.00",New,2016-04-10
514,NEXTGEN TELECOMMUNICATION,1 out of 5 stars,"Rs. 12,112.00",New,2016-04-10
514,AMEZ,4.5 out of 5 stars,"Rs. 12,199.00",New,2016-04-10
515,Two3Mobile,1 out of 5 stars,"Rs. 3,890.00",New,2016-04-10
517,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 8,500.00",New,2016-04-10
517,Handy Mobiles,1 out of 5 stars,"Rs. 9,590.00",New,2016-04-10
518,Shopping Jinni,1 out of 5 stars,"Rs. 13,999.00",New,2016-04-10
520,EZZIMOBILE,1 out of 5 stars,"Rs. 5,100.00",New,2016-04-10
520,DealsDray,4 out of 5 stars,"Rs. 5,490.00",New,2016-04-10
521,AtoZStore100,4 out of 5 stars,"Rs. 9,799.00",New,2016-04-10
521,vijayasaienterprises,3.5 out of 5 stars,"Rs. 9,840.00",New,2016-04-10
521,LavaEstore,3.5 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
521,Deepak_Electronics,1 out of 5 stars,"Rs. 9,800.00",New,2016-04-10
521,Digital mobile collection,1 out of 5 stars,"Rs. 10,395.00",New,2016-04-10
521,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 10,429.00",New,2016-04-10
523,XOLO,4 out of 5 stars,"Rs. 8,499.00",New,2016-04-10
523,Yash Electronics Solutions,2 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
524,bharat telecom,3 out of 5 stars,"Rs. 6,450.00",New,2016-04-10
524,SRI RAKESH ENTERPRISES,1 out of 5 stars,"Rs. 6,800.00",New,2016-04-10
526,Best Daily Bites,4 out of 5 stars,"Rs. 10,990.00",New,2016-04-10
527,1mobileshoping,1 out of 5 stars,"Rs. 43,060.00",New,2016-04-10
527,MAYANK ENTERPRISE,3.5 out of 5 stars,"Rs. 43,100.00",New,2016-04-10
528,POWERING MOBILE LIFE STYLE,1 out of 5 stars,"Rs. 7,999.00",New,2016-04-10
528,HVAC SOLUTIONS,2.5 out of 5 stars,"Rs. 7,999.00",New,2016-04-10
530,myaddons-mipl,4.5 out of 5 stars,"Rs. 10,585.00",New,2016-04-10
530,CLOUD ETAIL,4.5 out of 5 stars,"Rs. 10,690.00",New,2016-04-10
530,SKYOC,4 out of 5 stars,"Rs. 10,850.00",New,2016-04-10
530,H N Distributor,4.5 out of 5 stars,"Rs. 10,999.00",New,2016-04-10
530,Mobile Hub M,5 out of 5 stars,"Rs. 11,150.00",New,2016-04-10
530,mobilecafe online,5 out of 5 stars,"Rs. 11,660.00",New,2016-04-10
533,Rockingdeals.co,4.5 out of 5 stars,"Rs. 10,999.00",Refurbished,2016-04-10
534,Goel Telecom D,4 out of 5 stars,"Rs. 25,400.00",New,2016-04-10
534,jaiz,5 out of 5 stars,"Rs. 27,299.00",New,2016-04-10
534,spring convergence services pvt ltd,4.5 out of 5 stars,"Rs. 28,999.00",New,2016-04-10
534,VICTOR ELECTRO,4 out of 5 stars,"Rs. 29,840.00",New,2016-04-10
536,B LIFESTYLE,4.5 out of 5 stars,"Rs. 6,290.00",New,2016-04-10
536,FortuneMobile,3.5 out of 5 stars,"Rs. 6,260.00",New,2016-04-10
536,NEON  gadgets,4 out of 5 stars,"Rs. 6,363.00",New,2016-04-10
536,logical cell,4.5 out of 5 stars,"Rs. 6,498.00",New,2016-04-10
538,LavaEstore,3.5 out of 5 stars,"Rs. 6,499.00",New,2016-04-10
538,mobilecafe online,5 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
538,Deepak_Electronics,1 out of 5 stars,"Rs. 7,100.00",New,2016-04-10
539,Highly Recommended,3.5 out of 5 stars,"Rs. 7,069.00",New,2016-04-10
541,Deals Amazing,4 out of 5 stars,"Rs. 11,999.00",New,2016-04-10
541,reeva91,1 out of 5 stars,"Rs. 13,700.00",New,2016-04-10
541,Ramsnehi mobile & Computer,5 out of 5 stars,"Rs. 17,600.00",New,2016-04-10
544,Baba Farid Ji,4 out of 5 stars,"Rs. 6,705.00",New,2016-04-10
545,What's New,3 out of 5 stars,"Rs. 3,999.00",New,2016-04-10
545,GNSL,4.5 out of 5 stars,"Rs. 3,999.00",New,2016-04-10
547,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 4,999.00",New,2016-04-10
547,Chandansingh Rajput,1 out of 5 stars,"Rs. 4,999.00",New,2016-04-10
548,LavaEstore,3.5 out of 5 stars,"Rs. 3,749.00",New,2016-04-10
548,mobile mantra,1 out of 5 stars,"Rs. 3,850.00",New,2016-04-10
548,mobile hub,4.5 out of 5 stars,"Rs. 4,300.00",New,2016-04-10
548,Swarneem sales and service,1 out of 5 stars,"Rs. 4,499.00",New,2016-04-10
549,Laxmi mobile shop,1 out of 5 stars,"Rs. 8,800.00",New,2016-04-10
549,Chandansingh Rajput,1 out of 5 stars,"Rs. 9,200.00",New,2016-04-10
549,MANISH MOBILE,2 out of 5 stars,"Rs. 10,200.00",New,2016-04-10
553,mobilearena,3 out of 5 stars,"Rs. 4,290.00",New,2016-04-10
553,KAMBOJ TRADERS,3 out of 5 stars,"Rs. 4,299.00",New,2016-04-10
554,Parvati Electronics,1 out of 5 stars,"Rs. 3,454.00",New,2016-04-10
555,AtoZStore100,4 out of 5 stars,"Rs. 11,270.00",New,2016-04-10
555,SCPL SLP,4.5 out of 5 stars,"Rs. 11,390.00",New,2016-04-10
555,STAR INC,4.5 out of 5 stars,"Rs. 11,390.00",New,2016-04-10
555,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 11,390.00",New,2016-04-10
555,SHREE GANESH MOBILES HYD SLC,4.5 out of 5 stars,"Rs. 11,390.00",New,2016-04-10
559,S.V.MOBILES,3 out of 5 stars,"Rs. 2,529.00",New,2016-04-10
560,ADCOM,3.5 out of 5 stars,"Rs. 8,260.00",New,2016-04-10
561,Deals Amazing,4 out of 5 stars,"Rs. 6,398.00",New,2016-04-10
562,Faizuls Communications,5 out of 5 stars,"Rs. 6,841.00",New,2016-04-10
562,mobile mantra,1 out of 5 stars,"Rs. 6,990.00",New,2016-04-10
562,AtoZStore100,4 out of 5 stars,"Rs. 6,990.00",New,2016-04-10
562,MIG23,5 out of 5 stars,"Rs. 7,300.00",New,2016-04-10
562,Chandansingh Rajput,1 out of 5 stars,"Rs. 8,199.00",New,2016-04-10
564,mobilearena,3 out of 5 stars,"Rs. 1,220.00",New,2016-04-10
564,mobilearena,3 out of 5 stars,"Rs. 1,230.00",New,2016-04-10
564,Kota Estore,2.5 out of 5 stars,"Rs. 1,349.00",New,2016-04-10
565,Deals Amazing,4 out of 5 stars,"Rs. 9,700.00",New,2016-04-10
566,OnlineSolutions,4 out of 5 stars,"Rs. 6,500.00",New,2016-04-10
566,SPORCH,2.5 out of 5 stars,"Rs. 6,500.00",New,2016-04-10
566,The Smart Solution,1 out of 5 stars,"Rs. 6,670.00",New,2016-04-10
566,Comminucation Next,1 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
566,Gupta telecom,1 out of 5 stars,"Rs. 7,199.00",New,2016-04-10
566,The Electronic Sale,2 out of 5 stars,"Rs. 7,900.00",New,2016-04-10
569,SKYOC,4 out of 5 stars,"Rs. 3,031.00",New,2016-04-10
569,Staunch,4.5 out of 5 stars,"Rs. 3,199.00",New,2016-04-10
569,Click at Jagdamba Enterprises,4.5 out of 5 stars,"Rs. 3,290.00",New,2016-04-10
570,Swarneem sales and service,1 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
570,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 6,500.00",New,2016-04-10
571,D DAILY,4.5 out of 5 stars,"Rs. 4,745.00",New,2016-04-10
571,D DAILY NEED FBA SLP,4 out of 5 stars,"Rs. 4,749.00",New,2016-04-10
571,The Smart Solution,1 out of 5 stars,"Rs. 4,780.00",New,2016-04-10
571,Bliss Retails,2 out of 5 stars,"Rs. 5,250.00",New,2016-04-10
571,mobilecafe online,5 out of 5 stars,"Rs. 5,300.00",New,2016-04-10
573,indian dzire,3.5 out of 5 stars,"Rs. 15,490.00",New,2016-04-10
574,SKYOC,4 out of 5 stars,"Rs. 5,408.00",New,2016-04-10
574,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 5,487.00",New,2016-04-10
574,Faizuls Communications,5 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
575,Bansal Mobile Care,4.5 out of 5 stars,"Rs. 7,599.00",New,2016-04-10
576,Long Life Electronics,4 out of 5 stars,"Rs. 3,749.00",New,2016-04-10
577,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 40,900.00",New,2016-04-10
577,Ojas_BAN_SLC,5 out of 5 stars,"Rs. 40,900.00",New,2016-04-10
578,smartcellmumbai,1 out of 5 stars,"Rs. 2,200.00",New,2016-04-10
579,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 3,399.00",New,2016-04-10
580,PEE PEE MARKETING,1 out of 5 stars,"Rs. 25,210.00",New,2016-04-10
580,Chandansingh Rajput,1 out of 5 stars,"Rs. 27,990.00",New,2016-04-10
580,New Mobile Store,1 out of 5 stars,"Rs. 28,400.00",New,2016-04-10
580,Ritesh Kalwani,4.5 out of 5 stars,"Rs. 28,500.00",New,2016-04-10
581,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 8,269.00",New,2016-04-10
581,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 8,269.00",New,2016-04-10
583,DNPHMMOBILE,3.5 out of 5 stars,"Rs. 2,220.00",New,2016-04-10
583,Mobile Hub M,5 out of 5 stars,"Rs. 2,200.00",New,2016-04-10
584,intouch2016,3 out of 5 stars,"Rs. 10,664.00",New,2016-04-10
584,Shopping Jinni,1 out of 5 stars,"Rs. 15,999.00",New,2016-04-10
585,SKYOC,4 out of 5 stars,"Rs. 3,279.00",New,2016-04-10
586,Sangam communication,2.5 out of 5 stars,"Rs. 2,999.00",New,2016-04-10
586,Wham Mobiles,2 out of 5 stars,"Rs. 4,599.00",New,2016-04-10
587,Ojas_BAN_SLC,5 out of 5 stars,"Rs. 42,900.00",New,2016-04-10
587,the electronic gadgets,2 out of 5 stars,"Rs. 47,445.00",New,2016-04-10
587,the electronic gadgets,2 out of 5 stars,"Rs. 47,445.00",New,2016-04-10
587,Pluto Plus,4.5 out of 5 stars,"Rs. 50,990.00",New,2016-04-10
588,KBK International,4 out of 5 stars,"Rs. 3,970.00",New,2016-04-10
588,bharat telecom,3 out of 5 stars,"Rs. 3,770.00",New,2016-04-10
588,Electron India,3 out of 5 stars,"Rs. 3,990.00",New,2016-04-10
588,Comminucation Next,1 out of 5 stars,"Rs. 4,299.00",New,2016-04-10
588,fastdealelectronics,4 out of 5 stars,"Rs. 4,495.00",New,2016-04-10
589,IVISH ASSOCIATES,5 out of 5 stars,"Rs. 23,999.00",New,2016-04-10
592,deccanhubb,3 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
592,Staunch,4.5 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
592,AMEZ,4.5 out of 5 stars,"Rs. 6,199.00",New,2016-04-10
592,NEXTGEN TELECOMMUNICATION,1 out of 5 stars,"Rs. 6,249.00",New,2016-04-10
592,Softcloud Retails,3 out of 5 stars,"Rs. 6,599.00",New,2016-04-10
592,Prakash Stores,4 out of 5 stars,"Rs. 6,790.00",New,2016-04-10
593,R  J ELECTRONICS,3 out of 5 stars,"Rs. 4,550.00",New,2016-04-10
593,JKCSHOP,4.5 out of 5 stars,"Rs. 5,299.00",New,2016-04-10
594,LAXMI SRINIVASA,2.5 out of 5 stars,"Rs. 4,499.00",New,2016-04-10
596,Trend Setters World,3 out of 5 stars,"Rs. 8,090.00",New,2016-04-10
596,Parvati Electronics,1 out of 5 stars,"Rs. 7,810.00",New,2016-04-10
598,Amg pon,1 out of 5 stars,"Rs. 12,999.00",New,2016-04-10
598,TELECOM -V-,3 out of 5 stars,"Rs. 14,200.00",New,2016-04-10
598,MANISH MOBILE,2 out of 5 stars,"Rs. 14,400.00",New,2016-04-10
598,KM Mobiles,1 out of 5 stars,"Rs. 14,525.00",New,2016-04-10
599,Deals Amazing,4 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
599,indian dzire,3.5 out of 5 stars,"Rs. 7,029.00",New,2016-04-10
599,PLANET ELECTRONICS,1 out of 5 stars,"Rs. 9,750.00",New,2016-04-10
599,CELLULARINDIAINC,4 out of 5 stars,"Rs. 10,399.00",New,2016-04-10
599,MANISH MOBILE,2 out of 5 stars,"Rs. 10,700.00",New,2016-04-10
600,Long Life Electronics,4 out of 5 stars,"Rs. 2,999.00",New,2016-04-10
600,Shri Sai Traders (gopal),1 out of 5 stars,"Rs. 3,042.90",New,2016-04-10
600,S.H.M.I.L.Y.,3.5 out of 5 stars,"Rs. 3,333.00",New,2016-04-10
601,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 4,399.00",New,2016-04-10
601,vijayasaienterprises,3.5 out of 5 stars,"Rs. 5,599.00",New,2016-04-10
602,SCPL SLP,4.5 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
602,AON-FBA-SLP,4 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
602,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
602,SHREE GANESH MOBILES HYD SLC,4.5 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
602,Ojas_BAN_SLC,5 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
603,Ryka Mobiles,4 out of 5 stars,"Rs. 6,990.00",New,2016-04-10
603,KM Mobiles,1 out of 5 stars,"Rs. 8,600.00",New,2016-04-10
603,Chandansingh Rajput,1 out of 5 stars,"Rs. 8,990.00",New,2016-04-10
604,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 3,849.00",New,2016-04-10
604,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 3,849.00",New,2016-04-10
605,ADCOM,3.5 out of 5 stars,"Rs. 15,999.00",New,2016-04-10
606,Mobile Hub M,5 out of 5 stars,"Rs. 5,750.00",New,2016-04-10
606,CLOUD ETAIL,4.5 out of 5 stars,"Rs. 5,850.00",New,2016-04-10
606,Zion International,1 out of 5 stars,"Rs. 5,890.00",New,2016-04-10
606,Brisk Communications,5 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
610,deccanhubb,3 out of 5 stars,"Rs. 12,850.00",New,2016-04-10
610,Pan Pacific,4.5 out of 5 stars,"Rs. 12,850.00",New,2016-04-10
610,Supercart,3.5 out of 5 stars,"Rs. 15,899.00",New,2016-04-10
611,Seller No. 1,4 out of 5 stars,"Rs. 8,499.00",New,2016-04-10
611,KM Mobiles,1 out of 5 stars,"Rs. 20,990.00",New,2016-04-10
611,Aster Enterprises,1 out of 5 stars,"Rs. 20,990.00",New,2016-04-10
613,SURYA VISTACOM PVT LTD_KOL_SLC,4.5 out of 5 stars,"Rs. 14,249.00",New,2016-04-10
613,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 14,249.00",New,2016-04-10
613,Ojas_BAN_SLC,5 out of 5 stars,"Rs. 14,249.00",New,2016-04-10
613,SHREE GANESH MOBILES HYD SLC,4.5 out of 5 stars,"Rs. 14,300.00",New,2016-04-10
613,AtoZStore100,4 out of 5 stars,"Rs. 14,240.00",New,2016-04-10
615,Shopping Jinni,1 out of 5 stars,"Rs. 13,500.00",New,2016-04-10
616,KIRTIENTERPRISES,4 out of 5 stars,"Rs. 5,849.00",New,2016-04-10
616,Mobile Hub M,5 out of 5 stars,"Rs. 5,850.00",New,2016-04-10
618,MANISH MOBILE,2 out of 5 stars,"Rs. 6,758.00",New,2016-04-10
621,Chandansingh Rajput,1 out of 5 stars,"Rs. 9,990.00",New,2016-04-10
624,Escasty,3.5 out of 5 stars,"Rs. 7,111.00",New,2016-04-10
625,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 6,190.00",New,2016-04-10
626,DEALS OF D DAY,4 out of 5 stars,"Rs. 17,090.00",New,2016-04-10
626,New Mobile Store,1 out of 5 stars,"Rs. 18,000.00",New,2016-04-10
627,Rockingdeals.co,4.5 out of 5 stars,"Rs. 5,999.00",Refurbished,2016-04-10
628,Bansal Mobile Care,4.5 out of 5 stars,"Rs. 12,499.00",New,2016-04-10
629,KBK International,4 out of 5 stars,"Rs. 3,430.00",New,2016-04-10
630,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 2,349.00",New,2016-04-10
633,Softcloud Retails,3 out of 5 stars,"Rs. 5,499.00",New,2016-04-10
633,RegalosIndia,4.5 out of 5 stars,"Rs. 5,805.00",New,2016-04-10
633,mobile hub,4.5 out of 5 stars,"Rs. 5,800.00",New,2016-04-10
634,AtoZStore100,4 out of 5 stars,"Rs. 12,799.00",New,2016-04-10
634,SCPL SLP,4.5 out of 5 stars,"Rs. 12,890.00",New,2016-04-10
634,NeoTech Inc,3 out of 5 stars,"Rs. 12,990.00",New,2016-04-10
634,Ritesh Kalwani,4.5 out of 5 stars,"Rs. 13,400.00",New,2016-04-10
636,BestBuy Inc.,4 out of 5 stars,"Rs. 13,999.00",New,2016-04-10
636,INDUS SIX,1 out of 5 stars,"Rs. 14,380.00",New,2016-04-10
636,deccanhubb,3 out of 5 stars,"Rs. 15,000.00",New,2016-04-10
636,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 15,960.00",New,2016-04-10
636,DEALS OF D DAY,4 out of 5 stars,"Rs. 16,699.00",New,2016-04-10
637,IVISH ASSOCIATES,5 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
639,Kavya Enterprises,1 out of 5 stars,"Rs. 2,190.00",New,2016-04-10
640,NUVO MOBILES,2.5 out of 5 stars,"Rs. 7,300.00",New,2016-04-10
642,Shopping Jinni,1 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
651,NeoTech Inc,3 out of 5 stars,"Rs. 9,990.00",New,2016-04-10
651,SCPL SLP,4.5 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
651,deccanhubb,3 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
651,Ritesh Kalwani,4.5 out of 5 stars,"Rs. 10,500.00",New,2016-04-10
655,Sangam communication,2.5 out of 5 stars,"Rs. 2,710.00",New,2016-04-10
656,the electronic gadgets,2 out of 5 stars,"Rs. 50,360.00",New,2016-04-10
656,AMEZ,4.5 out of 5 stars,"Rs. 53,900.00",New,2016-04-10
656,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 53,900.00",New,2016-04-10
656,ARROW 18_CHE_SLC,1 out of 5 stars,"Rs. 53,900.00",New,2016-04-10
656,ELECTRONIC PEOPLE,4.5 out of 5 stars,"Rs. 56,900.00",New,2016-04-10
663,I-Smart,2.5 out of 5 stars,"Rs. 6,269.00",New,2016-04-10
664,RegalosIndia,4.5 out of 5 stars,"Rs. 17,999.00",New,2016-04-10
664,KM Mobiles,1 out of 5 stars,"Rs. 18,600.00",New,2016-04-10
665,Kota Estore,2.5 out of 5 stars,"Rs. 3,799.00",New,2016-04-10
665,AGARWAL ASSOCIATE,4 out of 5 stars,"Rs. 3,888.00",New,2016-04-10
667,TELECOM -V-,3 out of 5 stars,"Rs. 7,950.00",New,2016-04-10
667,Maa katyani mobiles,1 out of 5 stars,"Rs. 7,999.00",New,2016-04-10
667,Balram sharma,1 out of 5 stars,"Rs. 8,000.00",New,2016-04-10
667,MANISH MOBILE,2 out of 5 stars,"Rs. 7,900.00",New,2016-04-10
668,IVISH ASSOCIATES,5 out of 5 stars,"Rs. 22,499.00",New,2016-04-10
670,I-Smart,2.5 out of 5 stars,"Rs. 5,060.00",New,2016-04-10
672,GADGETS_ONLINE,4.5 out of 5 stars,"Rs. 4,890.00",New,2016-04-10
672,PUSHPA RETAIL,4 out of 5 stars,"Rs. 4,999.00",New,2016-04-10
672,intouch2016,3 out of 5 stars,"Rs. 6,000.00",New,2016-04-10
673,EasyBuy-SLP,4.5 out of 5 stars,"Rs. 6,399.00",New,2016-04-10
673,Deals Amazing,4 out of 5 stars,"Rs. 6,539.00",New,2016-04-10
675,creative1081,4.5 out of 5 stars,"Rs. 26,500.00",New,2016-04-10
676,POWERING MOBILE LIFE STYLE,1 out of 5 stars,"Rs. 11,732.00",New,2016-04-10
678,Mobile Marketing 1,3.5 out of 5 stars,"Rs. 2,198.00",New,2016-04-10
678,KBK International,4 out of 5 stars,"Rs. 2,269.00",New,2016-04-10
678,SCPL SLP,4.5 out of 5 stars,"Rs. 2,269.00",New,2016-04-10
678,Rukmini Computers,2.5 out of 5 stars,"Rs. 2,500.00",New,2016-04-10
680,Faizuls Communications,5 out of 5 stars,"Rs. 10,149.00",New,2016-04-10
680,AMEZ,4.5 out of 5 stars,"Rs. 10,199.00",New,2016-04-10
680,mobilecafe online,5 out of 5 stars,"Rs. 10,450.00",New,2016-04-10
680,Goel Telecom D,4 out of 5 stars,"Rs. 10,500.00",New,2016-04-10
681,RegalosIndia,4.5 out of 5 stars,"Rs. 3,490.00",New,2016-04-10
681,Hip Hop JDP,3 out of 5 stars,"Rs. 3,890.00",New,2016-04-10
687,LIMA MOBILE,5 out of 5 stars,"Rs. 3,350.00",New,2016-04-10
692,HimalayaGadgetStore,3.5 out of 5 stars,"Rs. 5,300.00",New,2016-04-10
692,E-Links,3 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
697,LavaEstore,3.5 out of 5 stars,"Rs. 5,849.00",New,2016-04-10
697,Ever Onwards,4.5 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
697,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 6,199.00",New,2016-04-10
698,SKYOC,4 out of 5 stars,"Rs. 4,199.00",New,2016-04-10
698,DEALS OF D DAY,4 out of 5 stars,"Rs. 4,599.00",New,2016-04-10
699,Omshreegadgets,4.5 out of 5 stars,"Rs. 4,999.00",New,2016-04-10
706,GAUTAM MOBILE ZONE,1 out of 5 stars,"Rs. 8,499.00",New,2016-04-10
707,indian dzire,3.5 out of 5 stars,"Rs. 4,469.00",New,2016-04-10
708,Swarneem sales and service,1 out of 5 stars,"Rs. 16,499.00",New,2016-04-10
710,Faizuls Communications,5 out of 5 stars,"Rs. 11,258.25",New,2016-04-10
710,LavaEstore,3.5 out of 5 stars,"Rs. 11,299.00",New,2016-04-10
710,AtoZStore100,4 out of 5 stars,"Rs. 11,250.00",New,2016-04-10
710,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 11,933.00",New,2016-04-10
710,Digital mobile collection,1 out of 5 stars,"Rs. 12,390.00",New,2016-04-10
711,Tech Vision,5 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
712,Comminucation Next,1 out of 5 stars,"Rs. 6,499.00",New,2016-04-10
712,Alaghar communication,1 out of 5 stars,"Rs. 7,500.00",New,2016-04-10
713,B Online Store,4.5 out of 5 stars,"Rs. 8,981.00",New,2016-04-10
713,Gadgets_Guru,4.5 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
714,creative1081,4.5 out of 5 stars,"Rs. 25,800.00",New,2016-04-10
717,HimalayaGadgetStore,3.5 out of 5 stars,"Rs. 8,000.00",New,2016-04-10
720,ORVENO TECHNOLOGY CORPORATION,4 out of 5 stars,"Rs. 7,899.00",New,2016-04-10
720,Hunny Electronics,1 out of 5 stars,"Rs. 7,950.00",New,2016-04-10
720,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 7,969.00",New,2016-04-10
720,Mobi House,5 out of 5 stars,"Rs. 7,980.00",New,2016-04-10
720,Premcool,1 out of 5 stars,"Rs. 8,000.00",New,2016-04-10
721,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 3,649.00",New,2016-04-10
