idd,name,ratings,price,condition,mom
975,DNPHMMOBILE,3.5 out of 5 stars,"Rs. 3,360.00",New,2016-04-10
975,Click at Jagdamba Enterprises,4.5 out of 5 stars,"Rs. 3,230.00",New,2016-04-10
975,AMS TRADING SOLUTION,2.5 out of 5 stars,"Rs. 3,749.00",New,2016-04-10
976,Highly Recommended,3.5 out of 5 stars,"Rs. 7,149.00",New,2016-04-10
977,Choice007,1 out of 5 stars,"Rs. 4,000.00",New,2016-04-10
978,NeoTech Inc,3 out of 5 stars,"Rs. 12,850.00",New,2016-04-10
978,SCPL SLP,4.5 out of 5 stars,"Rs. 12,860.00",New,2016-04-10
978,AB CORP,1 out of 5 stars,"Rs. 12,850.00",New,2016-04-10
978,AtoZStore100,4 out of 5 stars,"Rs. 12,750.00",New,2016-04-10
978,Ritesh Kalwani,4.5 out of 5 stars,"Rs. 13,400.00",New,2016-04-10
978,AMEZ,4.5 out of 5 stars,"Rs. 14,150.00",New,2016-04-10
979,I-Smart,2.5 out of 5 stars,"Rs. 2,099.00",New,2016-04-10
980,indian dzire,3.5 out of 5 stars,"Rs. 13,967.00",New,2016-04-10
981,yourecart,1 out of 5 stars,"Rs. 4,297.00",New,2016-04-10
982,Mtwravi2225,1 out of 5 stars,"Rs. 5,499.00",New,2016-04-10
982,HVAC SOLUTIONS,2.5 out of 5 stars,"Rs. 5,500.00",New,2016-04-10
982,Music Shopee Kop,1 out of 5 stars,"Rs. 5,724.00",New,2016-04-10
984,CLOUD ETAIL,4.5 out of 5 stars,"Rs. 2,949.00",New,2016-04-10
984,mobile mantra,1 out of 5 stars,"Rs. 3,090.00",New,2016-04-10
984,SULTHANIYA,4 out of 5 stars,"Rs. 3,199.00",New,2016-04-10
984,RegalosIndia,4.5 out of 5 stars,"Rs. 3,490.00",New,2016-04-10
984,MANISH MOBILE,2 out of 5 stars,"Rs. 3,330.00",New,2016-04-10
987,OnlineSolutions,4 out of 5 stars,"Rs. 13,275.00",New,2016-04-10
987,D DAILY NEED FBA SLP,4 out of 5 stars,"Rs. 13,275.00",New,2016-04-10
987,CIRCUIT BOARD,4 out of 5 stars,"Rs. 14,500.00",New,2016-04-10
989,SCPL SLP,4.5 out of 5 stars,"Rs. 16,998.00",New,2016-04-10
990,I-Smart,2.5 out of 5 stars,"Rs. 6,269.00",New,2016-04-10
991,indian dzire,3.5 out of 5 stars,"Rs. 14,944.00",New,2016-04-10
994,ApptronicsOnline,4 out of 5 stars,"Rs. 8,999.00",New,2016-04-10
995,AMEZ,4.5 out of 5 stars,"Rs. 5,499.00",New,2016-04-10
995,KM Mobiles,1 out of 5 stars,"Rs. 7,990.00",New,2016-04-10
996,The Digital World,3.5 out of 5 stars,"Rs. 8,990.00",New,2016-04-10
996,indian dzire,3.5 out of 5 stars,"Rs. 9,251.00",New,2016-04-10
997,Escasty,3.5 out of 5 stars,"Rs. 7,999.00",New,2016-04-10
998,dayal enterprises,5 out of 5 stars,"Rs. 3,499.00",New,2016-04-10
999,Aster Enterprises,1 out of 5 stars,"Rs. 5,499.00",New,2016-04-10
1003,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 33,900.00",New,2016-04-10
1003,DEALS4ALL,5 out of 5 stars,"Rs. 39,750.00",New,2016-04-10
1003,MANISH MOBILE,2 out of 5 stars,"Rs. 48,400.00",New,2016-04-10
1004,MANISH MOBILE,2 out of 5 stars,"Rs. 3,200.00",New,2016-04-10
1004,Deepak_Electronics,1 out of 5 stars,"Rs. 3,300.00",New,2016-04-10
1005,PLANET ELECTRONICS,1 out of 5 stars,"Rs. 22,000.00",New,2016-04-10
1006,AMEZ,4.5 out of 5 stars,"Rs. 32,500.00",New,2016-04-10
1006,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 32,500.00",New,2016-04-10
1006,Goel Telecom D,4 out of 5 stars,"Rs. 35,500.00",New,2016-04-10
1007,AtoZStore100,4 out of 5 stars,"Rs. 7,350.00",New,2016-04-10
1007,New Mobile Store,1 out of 5 stars,"Rs. 9,000.00",New,2016-04-10
1007,FortuneMobile,3.5 out of 5 stars,"Rs. 9,190.00",New,2016-04-10
1007,MANISH MOBILE,2 out of 5 stars,"Rs. 9,500.00",New,2016-04-10
1008,Hunny Electronics,1 out of 5 stars,"Rs. 23,990.00",New,2016-04-10
1008,Standard Electronics Pvt. Ltd.,1 out of 5 stars,"Rs. 24,999.00",New,2016-04-10
1008,JMD EXCLUSIVE,4.5 out of 5 stars,"Rs. 26,000.00",New,2016-04-10
1010,Long Life Electronics,4 out of 5 stars,"Rs. 4,999.00",New,2016-04-10
1011,MANISH MOBILE,2 out of 5 stars,"Rs. 5,668.00",New,2016-04-10
1011,Two3Mobile,1 out of 5 stars,"Rs. 5,990.00",New,2016-04-10
1012,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 9,148.00",New,2016-04-10
1012,AtoZStore100,4 out of 5 stars,"Rs. 9,150.00",New,2016-04-10
1012,Mobile Hub M,5 out of 5 stars,"Rs. 9,434.00",New,2016-04-10
1012,Express Delivery Retail,4.5 out of 5 stars,"Rs. 12,344.00",New,2016-04-10
1014,vogue stack,3.5 out of 5 stars,"Rs. 6,809.00",New,2016-04-10
1014,Escasty,3.5 out of 5 stars,"Rs. 8,555.00",New,2016-04-10
1017,XOLO,4 out of 5 stars,"Rs. 5,777.00",New,2016-04-10
1018,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 2,799.00",New,2016-04-10
1018,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 3,150.00",New,2016-04-10
1019,SCPL SLP,4.5 out of 5 stars,"Rs. 5,990.00",New,2016-04-10
1019,STAR INC,4.5 out of 5 stars,"Rs. 6,049.00",New,2016-04-10
1019,MANISH MOBILE,2 out of 5 stars,"Rs. 7,900.00",New,2016-04-10
1020,mobile mantra,1 out of 5 stars,"Rs. 7,200.00",New,2016-04-10
1020,EZZIMOBILE,1 out of 5 stars,"Rs. 7,400.00",New,2016-04-10
1020,Bansal Mobile Care,4.5 out of 5 stars,"Rs. 7,490.00",New,2016-04-10
1020,Electric Points,1 out of 5 stars,"Rs. 7,500.00",New,2016-04-10
1020,callmbc,1 out of 5 stars,"Rs. 7,500.00",New,2016-04-10
1020,mobilecafe online,5 out of 5 stars,"Rs. 7,500.00",New,2016-04-10
1021,Rockingdeals.co,4.5 out of 5 stars,"Rs. 10,699.00",Refurbished,2016-04-10
1022,AtoZStore100,4 out of 5 stars,"Rs. 10,780.00",New,2016-04-10
1022,Om Sai ram Ji,4 out of 5 stars,"Rs. 10,786.00",New,2016-04-10
1022,Veestyle,2.5 out of 5 stars,"Rs. 11,000.00",New,2016-04-10
1023,go mobiles,4.5 out of 5 stars,"Rs. 13,999.00",New,2016-04-10
1024,TELECOM -V-,3 out of 5 stars,"Rs. 14,900.00",New,2016-04-10
1025,Satnam Shoppe,5 out of 5 stars,"Rs. 5,790.00",New,2016-04-10
1026,MANISH MOBILE,2 out of 5 stars,"Rs. 25,990.00",New,2016-04-10
1026,Ramsnehi mobile & Computer,5 out of 5 stars,"Rs. 26,400.00",New,2016-04-10
1028,M/S HARI OM ENTERPRISES,2 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
1030,AMEZ,4.5 out of 5 stars,"Rs. 18,140.00",New,2016-04-10
1030,TECHOHOLIC,4 out of 5 stars,"Rs. 18,140.00",New,2016-04-10
1030,go mobiles,4.5 out of 5 stars,"Rs. 19,808.00",New,2016-04-10
1030,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 20,490.00",New,2016-04-10
1030,The Digital World,3.5 out of 5 stars,"Rs. 20,990.00",New,2016-04-10
1031,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 5,450.00",New,2016-04-10
1035,bharat telecom,3 out of 5 stars,"Rs. 5,850.00",New,2016-04-10
1036,Ritesh Kalwani,4.5 out of 5 stars,"Rs. 28,500.00",New,2016-04-10
1037,KBK International,4 out of 5 stars,"Rs. 11,389.00",New,2016-04-10
1037,Allianz Shoppe,2 out of 5 stars,"Rs. 11,370.00",New,2016-04-10
1037,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 15,850.00",New,2016-04-10
1039,AMEZ,4.5 out of 5 stars,"Rs. 5,490.00",New,2016-04-10
1039,DealsDray,4 out of 5 stars,"Rs. 5,990.00",New,2016-04-10
1039,mobile hub,4.5 out of 5 stars,"Rs. 6,500.00",New,2016-04-10
1039,Softcloud Retails,3 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
1039,FortuneMobile,3.5 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
1041,Supercart,3.5 out of 5 stars,"Rs. 21,500.00",New,2016-04-10
1043,Air Communication Associates,4.5 out of 5 stars,"Rs. 9,900.00",New,2016-04-10
1043,Shopping Jinni,1 out of 5 stars,"Rs. 15,250.00",New,2016-04-10
1044,SCPL SLP,4.5 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
1049,AMEZ,4.5 out of 5 stars,"Rs. 52,900.00",New,2016-04-10
1049,Ojas_BAN_SLC,5 out of 5 stars,"Rs. 52,900.00",New,2016-04-10
1049,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 52,900.00",New,2016-04-10
1052,E-Links,3 out of 5 stars,"Rs. 6,499.00",New,2016-04-10
1052,HimalayaGadgetStore,3.5 out of 5 stars,"Rs. 6,488.00",New,2016-04-10
1052,HimalayaGadgetStore,3.5 out of 5 stars,"Rs. 6,500.00",New,2016-04-10
1053,mobile mantra,1 out of 5 stars,"Rs. 3,500.00",New,2016-04-10
1054,AtoZStore100,4 out of 5 stars,"Rs. 5,621.00",New,2016-04-10
1054,LavaEstore,3.5 out of 5 stars,"Rs. 5,849.00",New,2016-04-10
1054,mobile hub,4.5 out of 5 stars,"Rs. 6,200.00",New,2016-04-10
1054,vijayasaienterprises,3.5 out of 5 stars,"Rs. 6,300.00",New,2016-04-10
1058,SKYOC,4 out of 5 stars,"Rs. 3,505.00",New,2016-04-10
1058,SPORCH,2.5 out of 5 stars,"Rs. 4,300.00",New,2016-04-10
1058,Escasty,3.5 out of 5 stars,"Rs. 4,333.00",New,2016-04-10
1060,ADCOM,3.5 out of 5 stars,"Rs. 8,260.00",New,2016-04-10
1062,indian dzire,3.5 out of 5 stars,"Rs. 6,926.00",New,2016-04-10
1063,AMEZ,4.5 out of 5 stars,"Rs. 2,799.00",New,2016-04-10
1063,vij world,5 out of 5 stars,"Rs. 3,890.00",New,2016-04-10
1065,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 6,700.00",New,2016-04-10
1065,Brisk Communications,5 out of 5 stars,"Rs. 6,799.00",New,2016-04-10
1065,POWERING MOBILE LIFE STYLE,1 out of 5 stars,"Rs. 7,252.00",New,2016-04-10
1066,SKYOC,4 out of 5 stars,"Rs. 5,390.00",New,2016-04-10
1066,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 5,699.00",New,2016-04-10
1066,Seller No. 1,4 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
1068,Click at Jagdamba Enterprises,4.5 out of 5 stars,"Rs. 4,499.00",New,2016-04-10
1070,Seller No. 1,4 out of 5 stars,"Rs. 4,990.00",New,2016-04-10
1071,Rukmini Computers,2.5 out of 5 stars,"Rs. 3,100.00",New,2016-04-10
1072,Deals Amazing,4 out of 5 stars,"Rs. 5,299.00",New,2016-04-10
1072,GURSAHIB COMMUNICATION,3 out of 5 stars,"Rs. 5,200.00",New,2016-04-10
1072,NEON  gadgets,4 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
1072,Aster Enterprises,1 out of 5 stars,"Rs. 6,990.00",New,2016-04-10
1072,Aster Enterprises,1 out of 5 stars,"Rs. 8,490.00",New,2016-04-10
1072,SRI RAKESH ENTERPRISES,1 out of 5 stars,"Rs. 7,000.00",New,2016-04-10
1074,KRSMEGH TRADING,3.5 out of 5 stars,"Rs. 5,682.60",New,2016-04-10
1074,Deals Amazing,4 out of 5 stars,"Rs. 6,642.00",New,2016-04-10
1074,MANISH MOBILE,2 out of 5 stars,"Rs. 8,000.00",New,2016-04-10
1074,M/S HARI OM ENTERPRISES,2 out of 5 stars,"Rs. 8,699.00",New,2016-04-10
1075,bharat telecom,3 out of 5 stars,"Rs. 4,200.00",New,2016-04-10
1076,VIJAYALAKSHMI&CO,3.5 out of 5 stars,"Rs. 2,949.00",New,2016-04-10
1076,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 3,475.00",New,2016-04-10
1078,Two3Mobile,1 out of 5 stars,"Rs. 4,890.00",New,2016-04-10
1078,Aster Enterprises,1 out of 5 stars,"Rs. 4,990.00",New,2016-04-10
1079,Ryka Mobiles,4 out of 5 stars,"Rs. 4,700.00",New,2016-04-10
1079,rmobiles,1 out of 5 stars,"Rs. 6,700.00",New,2016-04-10
1079,Maa katyani mobiles,1 out of 5 stars,"Rs. 6,800.00",New,2016-04-10
1079,MANISH MOBILE,2 out of 5 stars,"Rs. 6,650.00",New,2016-04-10
1079,CRAZY MOBILES,2.5 out of 5 stars,"Rs. 6,900.00",New,2016-04-10
1079,Chandansingh Rajput,1 out of 5 stars,"Rs. 7,290.00",New,2016-04-10
1080,POWERING MOBILE LIFE STYLE,1 out of 5 stars,"Rs. 5,332.00",New,2016-04-10
1082,Amado Fashions,3.5 out of 5 stars,"Rs. 5,931.00",New,2016-04-10
1082,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
1082,Bliss Retails,2 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
1082,Electric Points,1 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
1082,bharat telecom,3 out of 5 stars,"Rs. 5,900.00",New,2016-04-10
1083,Ritesh Kalwani,4.5 out of 5 stars,"Rs. 16,200.00",New,2016-04-10
1084,Mtwravi2225,1 out of 5 stars,"Rs. 7,499.00",New,2016-04-10
1084,KM Mobiles,1 out of 5 stars,"Rs. 7,490.00",New,2016-04-10
1084,HimalayaGadgetStore,3.5 out of 5 stars,"Rs. 7,500.00",New,2016-04-10
1091,Seller No. 1,4 out of 5 stars,"Rs. 10,370.00",New,2016-04-10
1091,Midas Communications,5 out of 5 stars,"Rs. 10,999.00",New,2016-04-10
1092,TeleventureSLP,4.5 out of 5 stars,"Rs. 7,149.00",New,2016-04-10
1092,SKYOC,4 out of 5 stars,"Rs. 7,251.00",New,2016-04-10
1092,TRADUS  MOBILE,2.5 out of 5 stars,"Rs. 7,999.00",New,2016-04-10
1092,Bansal Mobile Care,4.5 out of 5 stars,"Rs. 8,290.00",New,2016-04-10
1092,Tharakan Duty Paid,3.5 out of 5 stars,"Rs. 8,500.00",New,2016-04-10
1094,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 4,560.00",New,2016-04-10
1096,Allianz Shoppe,2 out of 5 stars,"Rs. 4,200.00",New,2016-04-10
1096,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 4,250.00",New,2016-04-10
1097,Gupta Telecom D,1 out of 5 stars,"Rs. 17,300.00",New,2016-04-10
1098,mobile hub,4.5 out of 5 stars,"Rs. 6,990.00",New,2016-04-10
1100,ADCOM,3.5 out of 5 stars,"Rs. 6,891.00",New,2016-04-10
1101,AMS TRADING SOLUTION,2.5 out of 5 stars,"Rs. 6,449.00",New,2016-04-10
1101,vin fonot,1 out of 5 stars,"Rs. 6,500.00",New,2016-04-10
1102,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 2,530.00",New,2016-04-10
1103,the electronic gadgets,2 out of 5 stars,"Rs. 55,900.00",New,2016-04-10
1104,ADCOM,3.5 out of 5 stars,"Rs. 8,260.00",New,2016-04-10
1106,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 6,699.00",New,2016-04-10
1107,Seller No. 1,4 out of 5 stars,"Rs. 22,890.00",New,2016-04-10
1107,Mobile Hub M,5 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
1107,MIG23,5 out of 5 stars,"Rs. 22,980.00",New,2016-04-10
1107,B LIFESTYLE,4.5 out of 5 stars,"Rs. 23,970.00",New,2016-04-10
1107,logical cell,4.5 out of 5 stars,"Rs. 24,099.00",New,2016-04-10
1107,Softcloud Retails,3 out of 5 stars,"Rs. 25,520.00",New,2016-04-10
1109,IVISH ASSOCIATES,5 out of 5 stars,"Rs. 23,999.00",New,2016-04-10
1111,LIMA MOBILE,5 out of 5 stars,"Rs. 3,799.00",New,2016-04-10
1112,SCPL SLP,4.5 out of 5 stars,"Rs. 4,899.00",New,2016-04-10
1112,OnlineSolutions,4 out of 5 stars,"Rs. 4,950.00",New,2016-04-10
1112,SKYOC,4 out of 5 stars,"Rs. 4,910.00",New,2016-04-10
1112,bharat telecom,3 out of 5 stars,"Rs. 4,800.00",New,2016-04-10
1112,VijayVargiya Communcation,3 out of 5 stars,"Rs. 5,100.00",New,2016-04-10
1112,Mobile Marketing 1,3.5 out of 5 stars,"Rs. 5,199.00",New,2016-04-10
1114,I-Smart,2.5 out of 5 stars,"Rs. 4,699.00",New,2016-04-10
1118,$$$OM JAI$$$,3.5 out of 5 stars,"Rs. 7,560.00",New,2016-04-10
1119,Excotron Solutions,4 out of 5 stars,"Rs. 7,199.00",Refurbished,2016-04-10
1120,LOTUS TELECOM,4.5 out of 5 stars,"Rs. 41,800.00",New,2016-04-10
1120,PEE PEE MARKETING,1 out of 5 stars,"Rs. 41,990.00",New,2016-04-10
1120,Amg pon,1 out of 5 stars,"Rs. 42,999.00",New,2016-04-10
1120,AMEZ,4.5 out of 5 stars,"Rs. 43,099.00",New,2016-04-10
1120,BIG RETAIL,4 out of 5 stars,"Rs. 44,543.00",New,2016-04-10
1120,the electronic gadgets,2 out of 5 stars,"Rs. 44,697.00",New,2016-04-10
1121,Apnamall,4 out of 5 stars,"Rs. 23,800.00",New,2016-04-10
1121,DealsDray,4 out of 5 stars,"Rs. 28,239.00",New,2016-04-10
1121,spring convergence services pvt ltd,4.5 out of 5 stars,"Rs. 28,999.00",New,2016-04-10
1123,GNSL,4.5 out of 5 stars,"Rs. 28,300.00",New,2016-04-10
1123,AMEZ,4.5 out of 5 stars,"Rs. 29,199.00",New,2016-04-10
1123,DealsDray,4 out of 5 stars,"Rs. 29,599.00",New,2016-04-10
1123,Goel Telecom D,4 out of 5 stars,"Rs. 29,499.00",New,2016-04-10
1123,go mobiles,4.5 out of 5 stars,"Rs. 30,490.00",New,2016-04-10
1124,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 40,900.00",New,2016-04-10
1124,ITWORLD_CHE_SLC,4.5 out of 5 stars,"Rs. 40,900.00",New,2016-04-10
1124,Ojas_BAN_SLC,5 out of 5 stars,"Rs. 40,900.00",New,2016-04-10
1124,DEALS DIGITAL-FBA-SLP,4 out of 5 stars,"Rs. 44,900.00",New,2016-04-10
1125,IVISH ASSOCIATES,5 out of 5 stars,"Rs. 19,999.00",New,2016-04-10
1126,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 6,899.00",New,2016-04-10
1126,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 6,899.00",New,2016-04-10
1130,Bruag Shine,1 out of 5 stars,"Rs. 18,819.00",New,2016-04-10
1133,Parvati Electronics,1 out of 5 stars,"Rs. 5,170.00",New,2016-04-10
1134,ELECTRONIC PEOPLE,4.5 out of 5 stars,"Rs. 22,950.00",New,2016-04-10
1134,AON-FBA-SLP,4 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
1134,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
1134,SHREE GANESH MOBILES HYD SLC,4.5 out of 5 stars,"Rs. 22,990.00",New,2016-04-10
1136,DealsDray,4 out of 5 stars,"Rs. 3,190.00",New,2016-04-10
1136,AMS TRADING SOLUTION,2.5 out of 5 stars,"Rs. 3,799.00",New,2016-04-10
1138,ADCOM,3.5 out of 5 stars,"Rs. 14,499.00",New,2016-04-10
1141,mobile mantra,1 out of 5 stars,"Rs. 8,800.00",New,2016-04-10
1141,Swarneem sales and service,1 out of 5 stars,"Rs. 8,869.00",New,2016-04-10
1141,EZZIMOBILE,1 out of 5 stars,"Rs. 9,400.00",New,2016-04-10
1141,Electric Points,1 out of 5 stars,"Rs. 9,500.00",New,2016-04-10
1141,Deepak_Electronics,1 out of 5 stars,"Rs. 9,200.00",New,2016-04-10
1143,AtoZStore100,4 out of 5 stars,"Rs. 6,699.00",New,2016-04-10
1143,VijayVargiya Communcation,3 out of 5 stars,"Rs. 7,000.00",New,2016-04-10
1143,MAYANK ENTERPRISE,3.5 out of 5 stars,"Rs. 7,350.00",New,2016-04-10
1144,HimalayaGadgetStore,3.5 out of 5 stars,"Rs. 4,289.00",New,2016-04-10
1144,BIG RETAIL,4 out of 5 stars,"Rs. 4,999.00",New,2016-04-10
1145,MAHAVEER AGENCIES,4.5 out of 5 stars,"Rs. 6,000.00",New,2016-04-10
1146,Sarn Traders,5 out of 5 stars,"Rs. 4,400.00",New,2016-04-10
1148,Swarneem sales and service,1 out of 5 stars,"Rs. 6,000.00",New,2016-04-10
1149,Comminucation Next,1 out of 5 stars,"Rs. 4,299.00",New,2016-04-10
1152,Click at Jagdamba Enterprises,4.5 out of 5 stars,"Rs. 4,343.00",New,2016-04-10
1153,AMS TRADING SOLUTION,2.5 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
1153,Click at Jagdamba Enterprises,4.5 out of 5 stars,"Rs. 5,999.00",New,2016-04-10
1155,S.H.M.I.L.Y.,3.5 out of 5 stars,"Rs. 11,499.00",New,2016-04-10
1155,Staunch,4.5 out of 5 stars,"Rs. 11,999.00",New,2016-04-10
1155,AMEZ,4.5 out of 5 stars,"Rs. 12,190.00",New,2016-04-10
1156,E2S infranet pvt.Ltd,3 out of 5 stars,"Rs. 4,199.00",New,2016-04-10
1158,Trend Setters World,3 out of 5 stars,"Rs. 16,700.00",New,2016-04-10
1158,Maa katyani mobiles,1 out of 5 stars,"Rs. 18,000.00",New,2016-04-10
1158,Bruag Shine,1 out of 5 stars,"Rs. 19,109.00",New,2016-04-10
1160,mobilecafe online,5 out of 5 stars,"Rs. 2,850.00",New,2016-04-10
1160,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 2,999.00",New,2016-04-10
1160,PAMIDIMARRI MOBILES,2 out of 5 stars,"Rs. 3,150.00",New,2016-04-10
1161,KM Mobiles,1 out of 5 stars,"Rs. 20,990.00",New,2016-04-10
1161,Aster Enterprises,1 out of 5 stars,"Rs. 20,990.00",New,2016-04-10
1162,Amado Fashions,3.5 out of 5 stars,"Rs. 8,869.00",New,2016-04-10
1162,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 9,500.00",New,2016-04-10
1162,Sunil Enterprise,4 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
1162,Midday Solutions,4 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
1162,OnlineSolutions,4 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
1165,CLOUD ETAIL,4.5 out of 5 stars,"Rs. 3,750.00",New,2016-04-10
1165,Softcloud Retails,3 out of 5 stars,"Rs. 3,999.00",New,2016-04-10
1165,bharat telecom,3 out of 5 stars,"Rs. 4,000.00",New,2016-04-10
1166,Maxhimax,3 out of 5 stars,"Rs. 6,200.00",New,2016-04-10
1169,ADCOM,3.5 out of 5 stars,"Rs. 6,891.00",New,2016-04-10
1172,mobilearena,3 out of 5 stars,"Rs. 2,190.00",New,2016-04-10
1172,Pikntalk mobiles,2 out of 5 stars,"Rs. 2,890.00",New,2016-04-10
1174,OnlineSolutions,4 out of 5 stars,"Rs. 7,890.00",New,2016-04-10
1174,CLOUD ETAIL,4.5 out of 5 stars,"Rs. 7,890.00",New,2016-04-10
1174,Unique@Seller-FBA-SLP,4.5 out of 5 stars,"Rs. 8,220.00",New,2016-04-10
1174,IMEX Enterprises,4.5 out of 5 stars,"Rs. 8,549.00",New,2016-04-10
1174,N F B C_Retail,3 out of 5 stars,"Rs. 8,589.00",New,2016-04-10
1174,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 8,800.00",New,2016-04-10
1174,intouch2016,3 out of 5 stars,"Rs. 8,717.00",New,2016-04-10
1174,The Smart Solution,1 out of 5 stars,"Rs. 8,999.00",New,2016-04-10
1175,SKYOC,4 out of 5 stars,"Rs. 8,919.00",New,2016-04-10
1175,NEXTGEN TELECOMMUNICATION,1 out of 5 stars,"Rs. 9,249.00",New,2016-04-10
1175,bharat telecom,3 out of 5 stars,"Rs. 9,550.00",New,2016-04-10
1176,AtoZStore100,4 out of 5 stars,"Rs. 7,775.00",New,2016-04-10
1176,Ever Onwards,4.5 out of 5 stars,"Rs. 7,880.00",New,2016-04-10
1176,LavaEstore,3.5 out of 5 stars,"Rs. 7,899.00",New,2016-04-10
1177,mobilearena,3 out of 5 stars,"Rs. 5,400.00",New,2016-04-10
1179,Faizuls Communications,5 out of 5 stars,"Rs. 9,870.00",New,2016-04-10
1179,N F B C_Retail,3 out of 5 stars,"Rs. 9,835.00",New,2016-04-10
1179,ALLMOBILEPHONES,3.5 out of 5 stars,"Rs. 10,199.00",New,2016-04-10
1179,Deepak_Electronics,1 out of 5 stars,"Rs. 9,800.00",New,2016-04-10
1181,Emm Ess Refrigeration,3 out of 5 stars,"Rs. 8,000.00",New,2016-04-10
1181,SULAL,4 out of 5 stars,"Rs. 8,500.00",New,2016-04-10
1181,RSV Mobile,1 out of 5 stars,"Rs. 8,500.00",New,2016-04-10
1182,Deals Amazing,4 out of 5 stars,"Rs. 5,499.00",New,2016-04-10
1184,B LIFESTYLE,4.5 out of 5 stars,"Rs. 7,777.00",New,2016-04-10
1184,Power Dealz,4.5 out of 5 stars,"Rs. 7,778.00",New,2016-04-10
1184,PentaGram,3.5 out of 5 stars,"Rs. 7,799.00",New,2016-04-10
1184,logical cell,4.5 out of 5 stars,"Rs. 7,899.00",New,2016-04-10
1184,FortuneMobile,3.5 out of 5 stars,"Rs. 7,990.00",New,2016-04-10
1185,FortuneMobile,3.5 out of 5 stars,"Rs. 14,799.00",New,2016-04-10
1185,Aster Enterprises,1 out of 5 stars,"Rs. 14,990.00",New,2016-04-10
1186,I-Smart,2.5 out of 5 stars,"Rs. 2,750.00",New,2016-04-10
1187,Deals Amazing,4 out of 5 stars,"Rs. 5,249.00",New,2016-04-10
1187,CELLULARINDIAINC,4 out of 5 stars,"Rs. 5,450.00",New,2016-04-10
1187,Ramsnehi mobile & Computer,5 out of 5 stars,"Rs. 7,100.00",New,2016-04-10
1187,MANISH MOBILE,2 out of 5 stars,"Rs. 7,100.00",New,2016-04-10
1187,M/S HARI OM ENTERPRISES,2 out of 5 stars,"Rs. 7,549.00",New,2016-04-10
1188,Choice007,1 out of 5 stars,"Rs. 6,100.00",New,2016-04-10
1190,PlanetTelecom,1 out of 5 stars,"Rs. 9,999.00",New,2016-04-10
1190,Satnam Shoppe,5 out of 5 stars,"Rs. 9,989.00",New,2016-04-10
1191,H.M.T. Watch Centre,1 out of 5 stars,"Rs. 7,680.00",New,2016-04-10
1191,YUKTI ENTERPRISES,1 out of 5 stars,"Rs. 8,700.00",New,2016-04-10
1192,AMEZ,4.5 out of 5 stars,"Rs. 2,799.00",New,2016-04-10
1193,mobilearena,3 out of 5 stars,"Rs. 4,075.00",New,2016-04-10
1196,SKYOC,4 out of 5 stars,"Rs. 6,850.00",New,2016-04-10
1196,PEE PEE MARKETING,1 out of 5 stars,"Rs. 6,850.00",New,2016-04-10
1196,Express Delivery Retail,4.5 out of 5 stars,"Rs. 6,990.00",New,2016-04-10
1196,Electric Points,1 out of 5 stars,"Rs. 6,999.00",New,2016-04-10
