SerialN,Name,Ratings,Price,OS,Colour,RAM,Product Dimensions,Connectivity technologies,Special features,Date
1377,,4 out of 5 stars,"16,999.00",Android,Champagne,3 GB,14 x 0.7 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, 4G LTE, WiFi 2.4GHz b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Gyroscope, Proximity sensor, Ambient light sensor, HALL sensor, E-mail",2016-04-09
1378,,5 out of 5 stars,"19,999.00",android,gold,4 GB,16.4 x 8.6 x 6.2 cm,WiFi,"Camera, Radio, Internet, E-Mail, music player",2016-04-09
1379,,4.3 out of 5 stars,"16,999.00",Android,Silver,2 GB,15.7 x 1.1 x 7.7 cm,"GSM, 3G, WCDMA, (850/900/1900/2100 MHz), LTE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerator, G sensor, eCompass, Gyroscope, Proximity sensor, Ambient light sensor, Hall sensor, E-mail",2016-04-09
1380,,3.7 out of 5 stars,"5,495.00","Android, Kitkat",Multi-colored,512 MB,18.2 x 14.2 x 3.8 cm,"GSM, WiFi","Music Player, Video Player, E-mail, GPS, FM Radio, Expandable Memory: 32GB",2016-04-09
1381,,3.7 out of 5 stars,"37,544.00","Android, Jellybean",Jet Black,3 GB,15.1 x 0.8 x 7.9 cm,"GSM, (850/900/1800/1900 MHz), HSPA+, (850/900/1900/2100 MHz), GPRS, EDGE, WiFi, 3G","Music Player, Video Player, Accelerometer, Geomagnetic sensor, Gyro sensor, RGB light, Barometer, Proximity sensor, Gesture, Temperature and Humidity sensor, Hall sensor, E-mail, GPS, Expandable Memory: 64GB",2016-04-09
1382,,4.7 out of 5 stars,,"Android, Jellybean",Black,768 MB,6.7 x 1 x 12.2 cm,"GSM, (850/900/1800/1900/2100 MHz), GPRS, EDGE, 3G, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, Accelerometer sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1383,,4.2 out of 5 stars,"24,000.00","Android, Kitkat",Black,2 GB,15.1 x 0.7 x 7.7 cm,"GSM, HSPA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-09
1384,,4 out of 5 stars,"29,840.00","Android, Kitkat",Copper Gold,2 GB,12.7 x 12.7 x 12.7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/1900/2100 MHz), WiFi","Music Player, Video Player, Accelerometer, Gyro sensor, Proximity sensor, Compass, Barometer sensor, Hall sensor, RGB ambient light sensor, Gesture sensor, Fingerprint sensor, Heart rate sensor, E-mail, Expandable Memory: 128GB",2016-04-09
1385,,3 out of 5 stars,"8,324.00","Android, Kitkat",Black Onyx,1 GB,14 x 1 x 7 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/2100 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Ambient light sensor, Proximity sensor, Accelerometer, Expandable Memory: 32GB",2016-04-09
1386,,,,Android,,1 GB,18 x 15.5 x 3.6 cm,GSM,"RAM:	1 GB / Dual SIM Dual Standby, Expandable Storage:	MicroSD upto 32 GB, Android OS v4.4 (Kitkat) / Processor:	Quad-Core 1.2 GHz Spreadtrum SC7731",2016-04-09
1387,,,,Android,White,,12 x 1 x 6 cm,Ethernet,"Dual SIM, Android 4.4 kitkat, Screen Size 5'' HDLCD, RAM 1 GB 4GB ROM, 2000 Mah Battery",2016-04-09
1388,,3 out of 5 stars,"3,499.00","Android, Kitkat",White,512 MB,16.5 x 5.7 x 9.2 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1389,,1 out of 5 stars,,,,,15.2 x 8.2 x 5.4 cm,,,2016-04-09
1390,,3.6 out of 5 stars,,"Android, Kitkat",Titan Black,1 GB,14.9 x 1 x 7.6 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-09
1391,,,"2,899.00",Android,,,,WiFi,"Memory 512 MB RAM, Internal 4 GB, OS Android vv4.1.2, Resolution VGA, 480 x 854 Pixels, Warranty Summary 1 Year Manufcturer Warranty",2016-04-09
1392,,3 out of 5 stars,,Android,Champagne,256 MB,12.5 x 1.1 x 6.3 cm,"GSM, 3G, GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-09
1393,,4.2 out of 5 stars,"14,499.00",Android,Black,2 GB,14.4 x 1.1 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G, LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-04-09
1394,,,"2,899.00",android,Blue,256 MB,15.2 x 9.4 x 6.1 cm,HSDPA,"Camera-Rear 2MP with Flash,Front-0.3MP, RAM+ROM (256MB+2GB)Memory Expandable upto 32GB, GSM PHONE, Connectivity- Wi-Fi / Bluetooth, G-Sensor, 3D games, 1.2GHz Dual Core Processor",2016-04-09
1395,,4.5 out of 5 stars,"9,999.00",Android,Black,3072 MB,14.6 x 0.9 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (900/1900/2100 MHz), LTE, WiFi 802.11ac/a/b/g/n/ac","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, eCompass, Proximity sensor",2016-04-09
1396,,2.5 out of 5 stars,"1,899.00",android,white,,13.2 x 8.4 x 5.6 cm,Bluetooth,"Display Size : 2.8 Inch, Processor : 1 GHz Single Core Processor, Operating System : Android 4.2.2 Jellybean, Camera : 2 MP Rear with LED Flash, VGA Front Camera, 256 MB ROM + 128 MB RAM, Battery : 1100 mAh, Expandable Memory Up to 32 GB, G Sensor, Bluetooth, Wi-Fi, FM and 3.5 mm Audio jack Connectivity",2016-04-09
1397,,1.8 out of 5 stars,,Android,Grey,,11.6 x 1 x 6.2 cm,"GSM, (900/1800 MHz), EDGE, GPRS, WiFi","Dual SIM, Music Player, Video Player, FM Radio, Gravity sensor, E-mail",2016-04-09
1398,,1 out of 5 stars,"2,199.00",,,,6.1 x 11.7 x 1.3 cm,,,2016-04-09
1399,,,"4,649.00","Kitkat, Android",Grey,,13.8 x 6.9 x 1 cm,,"Bluetooth Tethering, Touchscreen, MP3, USB, Primary Camera, Radio, GPS",2016-04-09
1400,,5 out of 5 stars,,Android,Black-Silver,256 MB,12.5 x 1 x 6.4 cm,"GSM, 3G, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-09
1401,,,,Android,White,,14.5 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, Geo-magnetic sensor, E-mail",2016-04-09
1402,,3.6 out of 5 stars,"16,899.00",Android,Silver,4 GB,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope sensor, Proximity sensor, Ambient light sensor, E-mail, Expandable Memory: 128GB",2016-04-09
1403,,,999.00,"Lollipop, Android",Silver,,11.2 x 1.4 x 4.7 cm,"GSM, (1900/1800/850/900 MHz)",Dual SIM,2016-04-09
1404,,,,Android,Black,,13.4 x 1 x 6.7 cm,Ethernet,"8 MPX Auto Flash Primary & 2Mpx Front Selfie Camera, Android 4.4 kitkat, Screen Size 5'' Q HD 540x960 OPS Screen, RAM 1 GB ROM 4GB, 2000 Mah Battery",2016-04-09
1405,,4.6 out of 5 stars,"13,599.00",Android,BLACK,,15.2 x 1.1 x 7.7 cm,4G LTE,"Android 5.0 (Lollipop), 3GB LPDDR3 RAM, Dual Sim, LTE + LTE, Accelerometer, eCompass, Proximity Sensor, Ambient Light Sensor, Hall Sensor, 10 Finger Capacitive Touchscreen with Anti-fingerprint Technology, IPS Display, Corning Gorilla 4 Glass, 178 Degree View Angle",2016-04-09
1406,,3.2 out of 5 stars,,"Android, Lollipop",White Champagne,2 GB,14.7 x 0.9 x 7.2 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1407,,3.5 out of 5 stars,,Android,Black,,12.5 x 1.1 x 6.4 cm,"GSM, WCDMA, 3G, GPRS, EDGE, HSPA+, WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-09
1408,,2.8 out of 5 stars,"13,999.00",Android,Gold,,15.3 x 1.1 x 7.7 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (850/900/1900/2100 MHz), 4G, LTE, GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, G sensor, eCompass, Gyroscope, Proximity sensor, Light sensor, Hall sensor, E-mail",2016-04-09
1409,,3 out of 5 stars,,android,Black Silver,256 MB,18 x 13.5 x 3.8 cm,WCDMA,"Expandable Memory Upto 32GB, Dual SIM capabilities with superior connectivity.",2016-04-09
1410,,3.4 out of 5 stars,,Android,Black,512 MB,13.3 x 1.1 x 6.7 cm,"GSM, EDGE, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), WiFi","GPS, Music Player, Video Player, Accelerometer, Proximity sensor, Ambient light sensor, E-mail",2016-04-09
1411,,2.8 out of 5 stars,"2,299.00",android,black,,19 x 14 x 4.1 cm,WiFi,"Android 4.4.2 (Kit Kat), Practically unlimited Phonebook & SMS memory, 3.2 MP Rear Camera VGA Front Camera, Dual SIM, Dual Standby, 512 MB RAM 4 GB ROM",2016-04-09
1412,,4.1 out of 5 stars,"7,690.00",Android,Smoke Grey,1 GB,14.8 x 0.8 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, Light sensor, Proximity sensor, IR Blaster, Accelerometer, E-mail, Expandable Memory: 32GB",2016-04-09
1413,,1 out of 5 stars,"1,990.00",android,,256 MB,16.8 x 10.4 x 5.8 cm,GSM,"512MB built in storage 16GB External Micro SD Card Support, Android 4.2 Jelly bean, EDGE / GPRS / GSM - 900/1800 MHz, Dual SIM Dual Standby, FM Radio with FM Recording",2016-04-09
1414,,2.8 out of 5 stars,,"Android, jellyBean, Android^jellyBean",White,512 MB,153 x 78 x 9.9 cm,HSDPA,"Packed with stunning features, the A53 easily rivals any phablet in the market. A large 5.3 inch qHD screen and life-like resolution means your favorite games just got better! With 8MP & 2MP cameras to boot, there's nothing you can't do with the A53., Android 4.1 (Jelly Bean), qHD Capacitive Multi Touch Screen",2016-04-09
1415,,,"7,199.00",Android,White,1 GB,21.3 x 4.5 x 19.3 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, WiFi","Video Calls, Dual SIM, Music Player, Video Player, FM Radio, E-mail",2016-04-09
1416,,5 out of 5 stars,"31,999.00",android,Titan Silver,2 GB,7.5 x 0.9 x 14.9 cm,HSDPA,"Android v5 (Lollipop) OS, 13 MP Primary Camera (Laser Auto Focus), 2.1 MP Secondary Camera, 13.97 cm POLED Curved Touchscreen, 2 GHz Qualcomm Snapdragon 810 Octa Core Processor, Expandable Storage Capacity of 2 TB, Plastic OLED, SLEEK CURVED DESIGN",2016-04-09
1417,,3.5 out of 5 stars,"6,499.00","Android, Kitkat",White-Gold,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-09
1418,,3.7 out of 5 stars,,"Android, Jellybean",Black,1 GB,14.5 x 1.1 x 7.4 cm,"GSM, (900/1800/1900 MHz), WCDMA, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, Gravitation sensor, E-mail, Dual SIM, Expandable Memory: 32GB",2016-04-09
1419,,2.8 out of 5 stars,,"Android, Kitkat",White,1 GB,17 x 10.4 x 5.6 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, G sensor, Proximity sensor, Light sensor, E-mail",2016-04-09
1420,,4.6 out of 5 stars,,android,Black Gold,1 GB,14.6 x 9.6 x 5.6 cm,HSDPA,"Chipset: Qualcomm SnapdragonTM 400 processor 1.2 GHz Quad-Core, Display: 5.0-inch HD IPS (1280 x 720, 294ppi), Memory: 8GB / 1GB RAM / MicroSD slot, Camera: Rear 8MP with Laser Auto Focus / Front 1.3MP, Battery: 2,540mAh (removable), Operating System: Android 4.4.2 KitKat, Network: 4G LTE / HSPA+ 21Mbps (3G), Connectivity: Wi-Fi b/g/n, Bluetooth 4.0, A-GPS/Glonass, NFC, USB 2.0",2016-04-09
1421,,3.3 out of 5 stars,"6,317.00","Lollipop, Android",silver,,20.2 x 13.8 x 4.8 cm,,,2016-04-09
1422,,4.7 out of 5 stars,,android,black and white,,13.5 x 0.9 x 6.7 cm,WiFi,"R=5.0MP AF,F=2.0MP.  WI-FI QUAD CORE 1.3GHZ 3G DUAL SIM, DISPLAY 4.5, Android 4.4 Kitkat bluetooth 4 Ram 1 GB ROM 8GB battery 1800mah",2016-04-09
1423,,,"5,299.00",Android,White,,13.7 x 0.9 x 6.7 cm,"GSM, WCDMA, 3G, 4G LTE^GPRS, EDGE, HSPA, HSPA+, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Light sensor, Proximity sensor, G sensor, E-mail",2016-04-09
1424,,4.5 out of 5 stars,,Android,Blue,1 GB,12.9 x 0.9 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS(2100 MHz), GPRS, EDGE, WiFi 802.11 a/b/g/n/ac","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Proximity sensor, eCompass, Accelerometer, E-mail",2016-04-09
1425,,,"2,990.00","Android, Ice Cream Sandwich, Android^Ice Cream Sandwich",dark blue,256 MB,14.6 x 8.6 x 5.4 cm,HSDPA,"Expandable Memory Upto 32GB, Android 4.0 ics|1ghz processor|1100mah battery|3mp camera|front digital camera",2016-04-09
1426,,3.9 out of 5 stars,"6,800.00","Android, Jellybean",Gold,1 GB,13.7 x 1 x 6.9 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, E-mail, Expandable Memory: 32GB",2016-04-09
1427,,3.8 out of 5 stars,,Android,Dark Grey,2048 MB,6.9 x 0.9 x 14 cm,"GSM, WCDMA, 3G, 4G LTE, WiFi","Dual SIM, GPS, Music Player, Video Player, Hall effect sensor, Gravity sensor, IR proximity sensor, Ambient light sensor, Touch sensor, Digital compass, E-mail",2016-04-09
1428,,2.5 out of 5 stars,"5,339.00",Android,White,1 GB,14.5 x 0.9 x 7.3 cm,"GSM, (1900/1800/850/900 MHz), 3G, WCDMA, (2100 MHz), LTE, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-09
1429,,3 out of 5 stars,"12,500.00","Android, Kitkat",White,1 GB,15.1 x 7.7 x 0.7 cm,"GSM, (850/900/1800/190o MHz), EDGE, GPRS, 3G, UMTS(900/2100 MHz)","Music Player, Video Player, E-mail, GPS, Accelerometer, Gyrometer, Compass, Proximity, Expandable Memory: 32GB",2016-04-09
1430,,3.8 out of 5 stars,,"Android, KitKat, Android^KitKat",Silver,0.50 GB,15 x 9.6 x 7 cm,HSDPA,"Expandable Memory Upto 32GB, MediaTek MT6582M-1.3GHz quad-core|Rear camera-5-megapixel|0.3-megapixel-Front Camera|512 MB RAM|4 GB ROM|Android 4.4.2 KITKAT|233 Pixels per inch (PPI)",2016-04-09
1431,,4 out of 5 stars,,Android,black,1 GB,19.2 x 11.8 x 6.8 cm,HSDPA,"Expandable Memory Upto 32GB, Camera 5-megapixel camera Front-facing 2 megapixel camera|Display 4.7"" (960x540 pixels)|Battery 2300 mAh Talk time: up to 10 hours 24 min*** Standby time: up to 572 hours*** Music listening time: Up to 48 hours 24 min*** Video playback time: Up to 6 hours 24 min***|Google Android 4.4.4 (KitKat) 1.5 GHz Quad Core|Weight 135 grams",2016-04-09
1432,,,,Android,Silver,,,,"1.2GHz Quad Core Processor, 2GB RAM With 16GB ROM,, 4.5 Inch WVGA IPS Touchscreen Display, 5MP Rear Camera With LED Flash & 1.3MP Front-Facing Camera,, 3G - Wi-Fi - Bluetooth 4.0 - 1500 MAh Battery.",2016-04-09
1433,,3.7 out of 5 stars,,Android,Champagne,1 GB,14.6 x 1 x 7.4 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, E-mail",2016-04-09
1434,,3.1 out of 5 stars,"3,450.00",Android,Black,512 MB,12.5 x 1 x 6.3 cm,"GSM, 3G, HSDPA, GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1435,,,,Android,gold,0.50 GB,16 x 9.4 x 5.6 cm,WCDMA,"11.4cm IPS-LCD Screen. IPS-LCD display, 1.2GHz Quad core processor., Dual SIM Android Phone. SIM 1 Supports 3G & SIM2 support 2G Network., 512 MB RAM and 8 GB of ROM., arbonn Titanium S109 has front 2MP camera",2016-04-09
1436,,2.2 out of 5 stars,,"Android, Jellybean",Black,256 MB,14.2 x 1.1 x 6 cm,"GSM, (900/1800 MHz), GPRS, EDGE, WiFi","Dual SIM, Music Player, Video Player, FM Radio, G sensor, E-mail, Expandable Memory: 16GB",2016-04-09
1437,,3.2 out of 5 stars,"7,690.00","Android, Kitkat",,2 GB,14.1 x 0.9 x 7.2 cm,"GSM, (850/900/1800/1900 MHz), 3G, WCDMA, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, Motion sensor, eCompass, E-mail, Expandable Memory: 32GB",2016-04-09
1438,,5 out of 5 stars,"6,490.00",Android,Black,1 GB,14 x 0.8 x 7.2 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Proximity sensor, Light sensor, eCompass, E-mail, Expandable Memory: 32GB",2016-04-09
1439,,,,"Android, Jellybean",Black,768 MB,12.2 x 1 x 6.7 cm,"GSM, (850/900/1800/1900 MHz), WCDMA, (850/900/1900/2100 MHz), GPRS, EDGE, 3G, WiFi","Video Calls, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 32GB",2016-04-09
1440,,,,Android,Black,1 GB,14.6 x 7.3 x 0.9 cm,3G,"Android 4.4.2 KitKat OS, 1.3 GHz Quad Core Processor, 3G With Wifi, 8 MP Primary Camera, 3 MP Secondary Camera",2016-04-09
1441,,3.9 out of 5 stars,,"Android, Kitkat",Black,1 GB,13.7 x 0.9 x 6.9 cm,"HSPA+, WiFi","Video Calls, GPS, Music Player, Video Player, E-mail",2016-04-09
1442,,2.7 out of 5 stars,,"Android, Jellybean",White,512 MB,17.3 x 10.7 x 6.1 cm,"GSM, 3G, WiFi","Music Player, Video Player, GPS, G sensor, Proximity sensor, Light sensor, Dual SIM, Expandable Memory: 32GB",2016-04-09
1443,,3 out of 5 stars,"2,490.00",Android,White,256 MB,12.4 x 1 x 6.5 cm,"GSM, (900/1800 MHz), 3G, WCDMA, (2100 MHz), EDGE, GPRS, WiFi","Video Calls, Dual SIM, Music Player, Video Player, E-mail",2016-04-09
1444,,,,"Android, KitKat, Android^KitKat",,512 MB,,HSDPA,"Expandable Memory Upto 32GB, 1300 MAH BATTERY, DIMENSION (116.3mm * 62mm * 10.3mm), SMS(threaded view), MMS, Email, Push Mail,IM, RSS, MP4/WMV/H.264/H.263 PLAYER. MP3/WAV/EAAC+/AC3/FLAC PLAYER",2016-04-09
1445,,3.8 out of 5 stars,,"Android, KitKat, Android^KitKat",pearl white,1 GB,7.2 x 0.8 x 14.2 cm,HSDPA,"Quad core, 1.3 GHz, 1 GB RAM, Inernal memory 8GB, 2,000mAh Li-ion battery, 3G, Wi-Fi, Bluetooth v4.0, USB port and GPS., 5.0 Inch, 540x960 px display, LCD",2016-04-09
1446,,3.6 out of 5 stars,"6,250.00",Android,White,512 MB,13 x 1 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), 3G, UMTS, (2100/900 MHz), WiFi 802.11 b/g/n","Dual SIM, GPS, Music Player, Video Player, Accelerometer, Proximity sensor, E-mail",2016-04-09
1447,,3.7 out of 5 stars,"19,400.00","Android, Lollipop",White,2 GB,15 x 0.8 x 7.7 cm,"GSM, (900/850/1900/2100 MHz), UMTS, HSPA+, 3G, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi 802.11 b/g/n","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, E-mail, Expandable Memory: 128GB",2016-04-09
1448,,3.5 out of 5 stars,"3,440.00","Android, Jellybean",Black,512 MB,17 x 10.2 x 5.2 cm,HSDPA,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,2016-04-09
1449,,,,android,WHITE,2 GB,11.5 x 1.1 x 6.1 cm,3G,"SD CARD SUPPORTED, POWER BANK, TOUCH SCREEN, FRONT CAMERA, DUAL SIM",2016-04-09
1450,,,"2,999.00",Android,Blue,,12.4 x 1 x 6.5 cm,"GSM, 3G, WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, E-mail",2016-04-09
1451,,3.2 out of 5 stars,"2,490.00","Android, jellyBean, Android^jellyBean",White Silver,,14.2 x 5.6 x 8.6 cm,HSDPA,"Android 4.2.2 Jelly Bean, 1GHz Processor, 256 MB RAM, Dual SIM, 2 MP Rear Camera With Dual Flash,  Digital Front Camera, 1300 MAh Battery",2016-04-09
1452,,3 out of 5 stars,,"Android, KitKat, Android^KitKat",Black,1 GB,14.8 x 0.9 x 7.4 cm,HSDPA,"Expandable Memory Upto 32GB, 1900 MAH BATTERY, DIMENSION (147.8mm * 74.4mm * 8.8mm), SMS(threaded view), MMS, Email, Push Mail,IM, RSS, MP4/WMV/H.264/H.263 PLAYER. MP3/WAV/EAAC+/AC3/FLAC PLAYER",2016-04-09
1453,,,"6,891.00",Android,yellow,,15.2 x 9.1 x 5.1 cm,,"Video Playback, Dual SIM, Primary Camera, LED Flash",2016-04-09
1454,,4 out of 5 stars,"9,999.00",Android,Black,,15.2 x 0.9 x 7.7 cm,"GSM, (900/1800/1900 MHz), 3G, UMTS, (900/2100 MHz), 4G LTE, WiFi 802.11b/g/n","Dual SIM, GPS, Music Player, Video Player, FM Radio, Hall sensor, Proximity sensor, G sensor, Ambient light sensor, Digital compass, Accelerometer, E-mail",2016-04-09
1455,,,,,,,,,,2016-04-09
1456,,4.9 out of 5 stars,"7,377.00",Android,Champagne,2 GB,14 x 0.8 x 7.2 cm,"GSM, 3G, HSDPA, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1457,,2 out of 5 stars,,"Android, Gingerbread",Red,1 GB,12.2 x 1.1 x 12.2 cm,"GSM, (850/900/1800/1900 MHz), GPRS, EDGE, WiFi","Video Calls, E-mail, GPS",2016-04-09
1458,,1 out of 5 stars,,Android,Black,256 MB,16.9 x 11.3 x 6.2 cm,HSDPA,"suprb in quality, best for the person who wants android in low range",2016-04-09
1459,,,,"Android, Kitkat",White,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (900/1800 MHz), HSDPA, 3G, (2100 MHz), GPRS, EDGE, WiFi","Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Proximity sensor, E-mail, Expandable Memory: 64GB",2016-04-09
1460,,3.9 out of 5 stars,"7,999.00","Android, Kitkat",White,1 GB,14 x 1 x 7.1 cm,"GSM, (850/900/1800/1900 MHz), 3G, HSPA+, GPRS, EDGE, WiFi 802.11 b/g/n","Voice Calling, Video Calls, Dual SIM, GPS, Music Player, Video Player, FM Radio, Gravitation, Proximity sensor, Light sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1461,,4.5 out of 5 stars,"10,699.00",Android,White,,14.4 x 0.8 x 7.2 cm,"GSM, WCDMA, 3G, (850/900/2100 MHz), 4G LTE, FDD, (850/1800/2100 MHz), TDD, (2300 MHz), WiFi","Dual SIM, GPS, Music Player, Video Player, FM Radio, Accelerometer, Photosensitive sensor, Proximity sensor, eCompass, E-mail",2016-04-09
1462,,,,,,,,,,2016-04-09
1463,,1 out of 5 stars,"5,600.00",Android,White-Champagne,,14.3 x 0.9 x 7.3 cm,"GSM, (900/1800 MHz), WCDMA, 3G, (900/2100 MHz), 4G LTE, GPRS, EDGE","Dual SIM, GPS, Music Player, Video Player, FM Radio, G sensor, Proximity sensor, Light sensor, E-mail",2016-04-09
1464,,,,,,,,,,2016-04-09
1465,,,"46,900.00",Android,Black Sapphire,,15.3 x 0.8 x 7.6 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (850/900/1900/2100 MHz), 4G LTE, WiFi","Dual SIM, GPS, Music Player, Video Player, Accelerometer, Barometer, Fingerprint sensor, Gyro sensor, Geomagnetic sensor, Hall sensor, HR sensor, Proximity sensor, RGB light sensor, E-mail",2016-04-09
1466,,2.6 out of 5 stars,,Android,Blue,1 GB,13.7 x 0.8 x 6.8 cm,"GSM, (850/900/1800/1900 MHz), UMTS, 3G, (900/2100 MHz), GPRS, EDGE, WiFi","Music Player, Video Player, FM Radio, GPS, Dual SIM, eCompass, Light sensor, Proximity sensor, G sensor, E-mail, Expandable Memory: 32GB",2016-04-09
1467,,,,Android,White,512 MB,14.5 x 7.2 x 0.8 cm,3G,"Android 4.4.2 KitKat OS, 1.3 GHz Dual Core Processor, 3G With Wifi, 8 MP Primary Camera, 3.2 MP Secondary Camera",2016-04-09
1468,,,,,,,,,,2016-04-09
1469,,4.6 out of 5 stars,,"Android, Jellybean",Black,2 GB,13.8 x 0.9 x 7.1 cm,HSDPA,"2.26 GHz Qualcomm Snapdragon 800 Quad Core Processor, 5.2-inch Capacitive Touchscreen, 13 MP Primary Camera, Full HD Recording, 2.1 MP Secondary Camera, 3000 mAh SiO+ battery",2016-04-09
